prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.19495230913162231	tensor(0.3187)	-2	0.3187471032142639
o d l u d n o ś ć	o d l u d n o ś ć	0.19705218076705933	tensor(0.3201)	-2	0.32006922364234924
p a c a ł y b y ś c i e	p a c a ł y b y ś c i e	0.19712363481521605	tensor(0.3201)	-2	0.3201138377189636
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.17410160303115846	tensor(0.3043)	-2	0.3043498396873474
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19245510101318358	tensor(0.3171)	-2	0.31714531779289246
n i e p i s y w a n y c h	n i e p i s y w a n y c h	0.19597142934799194	tensor(0.3194)	-2	0.3193915784358978
n i e w y s k a r ż a j ą c e m u   s i ę	n i e w y s k a r ż a j ą c e m u   s i ę	0.19717400074005126	tensor(0.3201)	-2	0.32014524936676025
h o ł o t k u	h o ł o t c e	0.09346345067024231	tensor(0.3917)	0	0.3916724920272827
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.1960567593574524	tensor(0.3194)	-2	0.31944528222084045
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19311562776565552	tensor(0.3176)	-2	0.31757211685180664
d ę t o l o g i e	d ę t o l o g i i	0.18703471422195433	tensor(0.3136)	-1	0.313556432723999
j a w o r z n i c k i	j a w o r z n i c c y	0.19288259744644165	tensor(0.3174)	0	0.3174217939376831
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.19686819314956666	tensor(0.3200)	-2	0.3199542760848999
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.19143474102020264	tensor(0.3165)	-2	0.31648150086402893
w y p i ę k n i a l i b y	w y p i ę k n i a l i b y	0.1954864740371704	tensor(0.3191)	-2	0.31908556818962097
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.19691840410232545	tensor(0.3200)	-2	0.31998568773269653
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19577293395996093	tensor(0.3193)	-2	0.3192664384841919
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1955846905708313	tensor(0.3191)	-2	0.31914761662483215
n a z i e m n y	n a z i e m n y	0.19653112888336183	tensor(0.3197)	-2	0.319743275642395
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19392865896224976	tensor(0.3181)	-2	0.318094402551651
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.18523592948913575	tensor(0.3123)	-2	0.3123309314250946
p o p i e c e n i a	p o p i e c z e n i a	0.1908462166786194	tensor(0.3161)	-1	0.3160961866378784
n i e p r z y o r y w a j ą c e   s i ę	n i e p r z y o r y w a j ą c e   s i ę	0.15559006929397584	tensor(0.2895)	-2	0.289480060338974
d r u g o l e t n i m i	d r u g o l e t n i m i	0.19466774463653563	tensor(0.3186)	-2	0.3185661733150482
z m u t u j e c i e   s i ę	z m u t u j e c i e   s i ę	0.1973947048187256	tensor(0.3203)	-2	0.3202827572822571
l u d w i s a r s t w o	l u d w i s a r s t w i e	0.17237429618835448	tensor(0.3030)	0	0.3030489981174469
r z ę z ą c e	r z ę ż ą c e	0.1664709687232971	tensor(0.2985)	-1	0.29847151041030884
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.19538164138793945	tensor(0.3190)	-2	0.31901922821998596
n i e k o m o r n i c z y m	n i e k o m o r n i c z y m	0.19763768911361695	tensor(0.3204)	-2	0.3204338848590851
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.18102599382400514	tensor(0.3094)	-2	0.3093941807746887
p r z y s z n u r o w y w a ł y   s i ę	p r z y s z n u r o w y w a ł y   s i ę	0.1962779402732849	tensor(0.3196)	-2	0.31958436965942383
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.19209811687469483	tensor(0.3169)	-2	0.3169136643409729
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19474480152130128	tensor(0.3186)	-2	0.31861522793769836
n a j k r ą g ł y c h	n a j k r ą g l e j s z y c h	0.17294421195983886	tensor(0.3035)	3	0.3034801483154297
z i e m i a ń s k i m	z i e m i a ń s k i m	0.1970936179161072	tensor(0.3201)	-2	0.32009509205818176
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19504467248916627	tensor(0.3188)	-2	0.3188057243824005
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19334276914596557	tensor(0.3177)	-2	0.31771838665008545
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19291855096817018	tensor(0.3174)	-2	0.3174450099468231
c z e s a ł a b y m	c z e s a ł a b y m	0.19322928190231323	tensor(0.3176)	-2	0.3176453113555908
n i e b e z a w o d n y	n i e b e z z a w o d n y	0.19596923589706422	tensor(0.3194)	-1	0.3193901777267456
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.19212499856948853	tensor(0.3169)	-2	0.3169311285018921
z a s z a m o t u j ą c e m u   s i ę	z a s z a m o t u j ą c e m u   s i ę	0.19682258367538452	tensor(0.3199)	-2	0.3199257552623749
n i e b i t u m i c z n y m	n i e b i t u m i c z n y m	0.19742528200149537	tensor(0.3203)	-2	0.3203018009662628
n i e z a s y p a n i a   s i ę	n i e z a s y p a n i a   s i ę	0.19637244939804077	tensor(0.3196)	-2	0.31964370608329773
n i e u p a t r u j ą c a	n i e u p a t r u j ą c a	0.19196466207504273	tensor(0.3168)	-2	0.3168269097805023
u r y n a l i k a c h	u r y n a l i k a c h	0.19623159170150756	tensor(0.3196)	-2	0.31955522298812866
m i n i m a l i z o w a n e	m i n i m a l i z o w a n e	0.19799470901489258	tensor(0.3207)	-2	0.32065537571907043
g o r d i n g ó w	g o r d i n g ó w	0.19060497283935546	tensor(0.3159)	-2	0.31593769788742065
