prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.033049507439136504	0.015942299738526344	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.03230474106967449	0.023764032870531082	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.023749623075127603	1.4131391048431396	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.03449854888021946	0.566093921661377	1
c u g o w o ś ć	c u g o w o ś ć	0.03573445864021778	0.015787538141012192	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.025756100937724114	0.24208563566207886	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03770352490246296	0.08740402013063431	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03580866903066635	0.018606802448630333	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.03162489905953407	0.013915347866714	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.025096064433455467	0.705459475517273	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.03050477020442486	0.015301160514354706	-2
u s t r a s z m y	u s t r a s z m y	0.026678526401519777	0.10589049756526947	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.029983538389205932	0.015713756904006004	-2
z a d u m a n a	z a d u m a n a	0.0380649633705616	0.013747093267738819	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.029910263791680335	0.01946522481739521	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.0285116296261549	0.017756380140781403	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.029314593598246574	0.020510150119662285	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03396269641816616	0.019205331802368164	-2
s m a r k n i j m y	s m a r k n i j m y	0.028013204410672187	0.04435740411281586	-2
t e r	t e r	0.0809658020734787	0.08636416494846344	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.026667363941669464	0.018239805474877357	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.032492737472057345	0.019309403374791145	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.04453751519322395	0.016255907714366913	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.028083037585020065	0.019753197208046913	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.029726152867078783	0.018708543851971626	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.024568398669362067	0.8411760330200195	-1
o f i c e r k ó w	o f i c e r k ó w	0.03223433159291744	0.08504130691289902	-2
w a ś n i e s z	w a ś n i s z	0.02025676369667053	1.373287320137024	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.03384773507714271	0.015695221722126007	-2
p o w i n o w a c i e   s i ę	p o w i n o w a c i   s i ę	0.028051044046878814	1.3714569807052612	-1
o d t ł u ś c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.027467799559235572	0.5689140558242798	-2
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.0317852646112442	0.031191308051347733	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.034935224801301956	0.01847464218735695	-2
l u f s k u	l u f s k u	0.03488573618233204	0.29777029156684875	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.03370205238461495	0.020945560187101364	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.03230003193020821	0.019086463376879692	-2
m i o d n y m	m i o d n y m	0.0444659486413002	0.012495513074100018	-2
l i t o g r a f o w a ł y ś c i e   s i ę	l i t o g r a f o w a ł y ś c i e   s i ę	0.04838039129972458	0.013861107639968395	-2
r u l o w a n e j	r u l o w a n e j	0.03518002666532993	0.014300992712378502	-2
b ę d z i e s z   g l a n s o w a ł o   s i ę	b ę d z i e s z   g l a n s o w a ł o   s i ę	0.05051711946725845	0.07105422765016556	-2
n i e b u l k o c ą c y m i	n i e b u l k o c z ą c y m i	0.027711984142661093	0.9400247931480408	-1
n i e s o l a n k o w a n e	n i e s o l a n k o w a n e	0.03400575965642929	0.014586661010980606	-2
n i e p o z a o b o w i ą z k o w y m	n i e p o z a o b o w i ą z k o w y m	0.029395400360226632	0.020908989012241364	-2
o b i e c u j ą c y c h	o b i e c u j ą c y c h	0.02764374911785126	0.026645053178071976	-2
e s t e t y z u j ą c e	e s t e t y z u j ą c e	0.030966220423579216	0.019280947744846344	-2
n i e n o r m a n d z k i c h	n i e n o r m a n d z k i c h	0.030557811632752417	0.020578423514962196	-2
n i e z d r a p y w a n y m	n i e z d r a p y w a n y m	0.03020387664437294	0.01152169518172741	-2
o z n a j m o w a ł a   s i ę	o z n a j m o w a ł a   s i ę	0.033044420182704926	0.011287854053080082	-2
b ę d z i e s z   r o z c i e r a ł o	b ę d z i e s z   r o z c i e r a ł o	0.029114490002393724	0.25820451974868774	-2
n i e n i u a n s o w a n i e	n i e n i u a n s o w a n i e	0.025016580149531363	0.01795271784067154	-2
n i e p o s z u f l a d k o w a n i u	n i e p o s z u f l a d k o w a n i u	0.029855336248874664	0.015101339668035507	-2
d w u z n a c z n a	d w u z n a c z n a	0.04160051941871643	0.014564169570803642	-2
n i e s k o o p e r o w a n e j	n i e s k o o p e r o w a n e j	0.036815944314002993	0.3044581115245819	-2
e l e w k a m i	e l e w k a m i	0.03851124234497547	0.030331864953041077	-2
p r z e p o p i e l o n y c h	p r z e p o p i e l o n y c h	0.02949628308415413	0.014478723518550396	-2
o s k r o b u j ą c e	o s k r o b u j ą c e	0.02699158601462841	0.2990127503871918	-2
z a ż y d z a ł o m	z a ż y d z a ł o m	0.028192906454205514	0.020603865385055542	-2
z a l ę k n i ę t e	z a l ę k n i ę t e	0.03203354105353355	0.02216484025120735	-2
n i e t u r b o ś m i g ł o w o ś ć	n i e t u r b o ś m i g ł o w o ś ć	0.027949658036231995	0.017176492139697075	-2
n i e w o k a l n y m	n i e w o k a l n y m	0.04204825833439827	0.012043201364576817	-2
b ę d z i e c i e   c z ł o n o w a ł y	b ę d z i e c i e   c z ł o n o w a ł y	0.03014819771051407	0.018913976848125458	-2
u z w o j e n i u	u z w o j e n i u	0.030000268295407296	0.5103462934494019	-2
f l a d e r k o w a ł y b y	f l a d e r k o w a ł y b y	0.02977742664515972	0.014529169537127018	-2
w l e ź c i e	w l e z i e c i e	0.025017036870121957	0.7563254833221436	1
b ę d ę   u p e r l a ł o   s i ę	b ę d ę   u p e r l a ł o   s i ę	0.03348623737692833	0.02102832868695259	-2
p o t a s o w o ś c i	p o t a s o w o ś c i	0.03410087376832962	0.01837860979139805	-2
s p i e r n i c z e l i ś c i e	s p i e r n i c z e l i ś c i e	0.027380789071321486	0.30348706245422363	-2
n i e k o p u l u j ą c y	n i e k o p u l u j ą c y	0.030999907478690147	0.015345637686550617	-2
n a j t r y w i a l n i e j s z y m	n a j t r y w i a l n i e j s z y m	0.026455669105052947	0.023582110181450844	-2
n i e o d k o d o w y w a n y c h	n i e o d k o d o w y w a n y c h	0.030582408607006072	0.015298930928111076	-2
r o z d z i e w i c z a j ą c e	r o z d z i e w i c z a j ą c e	0.026816123723983766	0.34204211831092834	-2
n i e o d p t a s z k o w y w a n y m	n i e o d p t a s z k o w y w a n y m	0.028511732071638107	0.01674824208021164	-2
r o z p ł a w i o n ą	r o z p ł a w i o n ą	0.030979685485363007	0.019612612202763557	-2
s z a p t a l i z u j ą c y m   s i ę	s z a p t a l i z u j ą c y m   s i ę	0.035493262112140656	0.01445405650883913	-2
p r z e m a r n o w y w a n e j	p r z e m a r n o w y w a n e j	0.031657233461737634	0.01565580628812313	-2
t a p l a l i ś m y   s i ę	t a p l a l i ś m y   s i ę	0.03263450749218464	0.01789028011262417	-2
o d p o z n a w a ł y	o d p o z n a w a ł y	0.03178056888282299	0.02007214166224003	-2
k a s a r a c h	k a s a r a c h	0.027662911266088486	0.026544062420725822	-2
d e p a n s o w a n y m	d e p a n s o w a n y m	0.026922688260674475	0.021038243547081947	-2
n i e u p o ż y t e c z n i e n i	n i e u p o ż y t e c z n i e n i	0.034752456843852995	0.034078825265169144	-2
n i e p o w i e w n ą	n i e p o w i e w n ą	0.03310472331941128	0.013568934053182602	-2
n i e s u b t y l i z o w a n e j	n i e s u b t y l i z o w a n e j	0.037195487320423125	0.016253679990768433	-2
z a p r a ż a ł y b y ś m y	z a p r a ż a ł y b y ś m y	0.027936276420950888	0.014752360992133617	-2
n i e w s t r z ą s a j ą c y	n i e w s t r z ą s a j ą c y	0.024901307374238967	0.3549160957336426	-2
z n a r k o t y z o w a l i ś m y	z n a r k o t y z o w a l i ś m y	0.027769551426172257	0.01916290447115898	-2
p o t ę g o w ą	p o t ę g o w ą	0.03707108832895756	0.015909168869256973	-2
n i e k r ó c i u ś k o ś ć	n i e k r ó c i u ś k o ś ć	0.03577435091137886	0.05263066291809082	-2
c y k l i n o w a l i b y ś c i e   s i ę	c y k l i n o w a l i b y ś c i e   s i ę	0.050524675846099855	0.01579463481903076	-2
n i e m a r s o w i e j ą c e	n i e m a r s o w i e j ą c e	0.030856470018625258	0.02881026081740856	-2
