prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.1972339391708374	tensor(0.3202)	-2	0.3201826214790344
o d l u d n o ś ć	o d l u d n o ś ć	0.19634170532226564	tensor(0.3196)	-2	0.3196244239807129
p a c a ł y b y ś c i e	p a c a ł y b y ś c i e	0.19748458862304688	tensor(0.3203)	-2	0.3203386962413788
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19664697647094725	tensor(0.3198)	-2	0.31981584429740906
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19566553831100464	tensor(0.3192)	-2	0.3191986680030823
n i e p i s y w a n y c h	n i e p i s y w a n y c h	0.1950819730758667	tensor(0.3188)	-2	0.31882938742637634
n i e w y s k a r ż a j ą c e m u   s i ę	n i e w y s k a r ż a j ą c e m u   s i ę	0.19596147537231445	tensor(0.3194)	-2	0.319385290145874
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19703491926193237	tensor(0.3201)	-2	0.3200584650039673
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19583454132080078	tensor(0.3193)	-2	0.31930533051490784
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.19698693752288818	tensor(0.3200)	-2	0.32002848386764526
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.14207117557525634	tensor(0.2772)	-2	0.2772415280342102
w y p i ę k n i a l i b y	w y p i ę k n i a l i b y	0.1979679822921753	tensor(0.3206)	-2	0.32063883543014526
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.19674830436706542	tensor(0.3199)	-2	0.31987929344177246
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.1962156891822815	tensor(0.3195)	-2	0.3195452392101288
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1959588885307312	tensor(0.3194)	-2	0.3193836510181427
n a z i e m n y	n a z i e m n y	0.1974601149559021	tensor(0.3203)	-2	0.32032346725463867
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19329549074172975	tensor(0.3177)	-2	0.3176879286766052
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19506485462188722	tensor(0.3188)	-2	0.31881850957870483
d r u g o l e t n i m i	d r u g o l e t n i m i	0.19697731733322144	tensor(0.3200)	-2	0.32002249360084534
l u d w i s a r s t w i e	l u d w i s a r s t w i e	0.15940561294555664	tensor(0.2927)	-2	0.2927170395851135
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.19426994323730468	tensor(0.3183)	-2	0.3183125853538513
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19700415134429933	tensor(0.3200)	-2	0.3200392425060272
p r z y s z n u r o w y w a ł y   s i ę	p r z y s z n u r o w y w a ł y   s i ę	0.196999454498291	tensor(0.3200)	-2	0.3200363218784332
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.19493385553359985	tensor(0.3187)	-2	0.31873539090156555
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19441187381744385	tensor(0.3184)	-2	0.3184031844139099
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19539786577224733	tensor(0.3190)	-2	0.3190295100212097
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19560927152633667	tensor(0.3192)	-2	0.31916314363479614
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19583616256713868	tensor(0.3193)	-2	0.319306343793869
c z e s a ł a b y m	c z e s a ł a b y m	0.1972137451171875	tensor(0.3202)	-2	0.3201700448989868
n i e b e z z a w o d n y	n i e b e z z a w o d n y	0.19519786834716796	tensor(0.3189)	-2	0.318902850151062
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.195345675945282	tensor(0.3190)	-2	0.31899648904800415
n i e b i t u m i c z n y m	n i e b i t u m i c z n y m	0.19696080684661865	tensor(0.3200)	-2	0.3200121819972992
n i e u p a t r y w a j ą c a	n i e u p a t r u j ą c a	0.13578979969024657	tensor(0.4393)	1	0.43926215171813965
u r y n a l i k a c h	u r y n a l i k a c h	0.19803766012191773	tensor(0.3207)	-2	0.32068198919296265
g o r d i n g ó w	g o r d i n g ó w	0.1965928077697754	tensor(0.3198)	-2	0.31978192925453186
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19640384912490844	tensor(0.3197)	-2	0.3196634352207184
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.19487473964691163	tensor(0.3187)	-2	0.31869781017303467
n i e m u m i o w a n i e   s i ę	n i e m u m i o w a n i e   s i ę	0.19650523662567138	tensor(0.3197)	-2	0.3197270333766937
p o w y t ł u k a n i a	p o w y t ł u k a n i a	0.19672785997390746	tensor(0.3199)	-2	0.31986647844314575
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.19662457704544067	tensor(0.3198)	-2	0.31980183720588684
n i e u p l a t a j ą c y c h   s i ę	n i e u p l a t a j ą c y c h   s i ę	0.19595496654510497	tensor(0.3194)	-2	0.3193812072277069
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.19554762840270995	tensor(0.3191)	-2	0.3191242218017578
n i e p a p r y k u j ą c ą	n i e p a p r y k u j ą c ą	0.19689081907272338	tensor(0.3200)	-2	0.31996843218803406
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.19275568723678588	tensor(0.3173)	-2	0.31733980774879456
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.1963602662086487	tensor(0.3196)	-2	0.3196360766887665
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.19699082374572754	tensor(0.3200)	-2	0.32003092765808105
b a n d a ż o w a n e	b a n d a ż o w a n e	0.19621334075927735	tensor(0.3195)	-2	0.3195437788963318
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19317891597747802	tensor(0.3176)	-2	0.317612886428833
e s o w a j ą c ą	e s u j ą c ą	0.1896780848503113	tensor(0.3153)	1	0.3153259754180908
k l a n o w e	k l a n o w e	0.1973822832107544	tensor(0.3203)	-2	0.32027506828308105
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19503544569015502	tensor(0.3188)	-2	0.31879985332489014
n i e u p y c h a n y m	n i e u p y c h a n y m	0.19672805070877075	tensor(0.3199)	-2	0.3198666274547577
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.19648886919021608	tensor(0.3197)	-2	0.31971675157546997
n i e f l a k o w a c i e j ą c y m i	n i e f l a k o w a c i e j ą c y m i	0.1389060616493225	tensor(0.2742)	-2	0.2741946578025818
z g n a n y	z g n a n y	0.1972983479499817	tensor(0.3202)	-2	0.32022276520729065
ż ó ł c i o w o ś c i ą	ż ó ł c i o w o ś c i ą	0.19645247459411622	tensor(0.3197)	-2	0.3196939527988434
s z t a f i r u j e c i e	s z t a f i r u j e c i e	0.18652725219726562	tensor(0.3132)	-2	0.31321245431900024
z a d r z y m a n i a	z a d r z y m a n i a	0.1970413327217102	tensor(0.3201)	-2	0.32006245851516724
g r a j c a r k o w a t y m	g r a j c a r k o w a t y m	0.19748823642730712	tensor(0.3203)	-2	0.32034099102020264
