prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19477037191390992	tensor(0.3186)	-2	0.31863147020339966
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19086459875106812	tensor(0.3161)	-2	0.31610825657844543
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.18817878961563111	tensor(0.3143)	-2	0.31432685256004333
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19428924322128296	tensor(0.3183)	-2	0.3183249235153198
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19644931554794312	tensor(0.3197)	-2	0.3196919560432434
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.1929134249687195	tensor(0.3174)	-2	0.3174417018890381
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.1852574825286865	tensor(0.3123)	-2	0.3123457133769989
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19659862518310547	tensor(0.3198)	-2	0.31978556513786316
z a ł a t w i e n i u	z a ł a t w i e n i u	0.1937681555747986	tensor(0.3180)	-2	0.31799155473709106
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.18962868452072143	tensor(0.3153)	-2	0.31529325246810913
g o r d i n g ó w	g o r d i n g ó w	0.1816664457321167	tensor(0.3098)	-2	0.3098472058773041
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.1953970193862915	tensor(0.3190)	-2	0.31902897357940674
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.19420162439346314	tensor(0.3183)	-2	0.31826895475387573
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.1836489200592041	tensor(0.3112)	-2	0.3112352192401886
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.19538302421569825	tensor(0.3190)	-2	0.3190201222896576
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19162784814834594	tensor(0.3166)	-2	0.3166075348854065
e s o w a j ą c ą	e s u j ą c ą	0.19066476821899414	tensor(0.3160)	1	0.31597697734832764
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19155263900756836	tensor(0.3166)	-2	0.31655848026275635
b a r b e c u	b a r b e c u e	0.11432305574417115	tensor(0.2479)	-1	0.247935488820076
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.19609661102294923	tensor(0.3195)	-2	0.3194703757762909
n i e w i o n e j	n i e w i t e j	0.1937770128250122	tensor(0.3180)	0	0.3179972171783447
n i e s k o p i o n y m	n i e s k o p i o n y m	0.19460188150405883	tensor(0.3185)	-2	0.31852424144744873
k o z a k o w a n i e	k o z a k o w a n i e	0.19449702501296998	tensor(0.3185)	-2	0.3184574246406555
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.1909814953804016	tensor(0.3162)	-2	0.3161849081516266
s a m c z y k o w i	s a m c z y k o w i	0.18368475437164306	tensor(0.3113)	-2	0.3112601041793823
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19509168863296508	tensor(0.3188)	-2	0.3188355267047882
f i o r y t u r a m i	f i o r y t u r a m i	0.1960037350654602	tensor(0.3194)	-2	0.31941190361976624
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.19449930191040038	tensor(0.3185)	-2	0.3184588849544525
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.18035060167312622	tensor(0.3089)	-2	0.3089139759540558
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.19517109394073487	tensor(0.3189)	-2	0.3188858926296234
a n i e l ą	a n i e l ą	0.1937813401222229	tensor(0.3180)	-2	0.3179999887943268
t a b l e t k u j e	t a b l e t k u j e	0.1936357617378235	tensor(0.3179)	-2	0.31790661811828613
d ó j u	d o j u	0.16775894165039062	tensor(0.2995)	-1	0.299487829208374
p r z e p r a w i a ł a b y m	p r z e p r a w i a ł a b y m	0.19597729444503784	tensor(0.3194)	-2	0.3193952739238739
n i e s i e k n i ę t y c h	n i e s i e k n i ę t y c h	0.19495095014572145	tensor(0.3187)	-2	0.3187462389469147
n i e p r z e n i c o w y w a n i e	n i e p r z e n i c o w y w a n i e	0.19531747102737426	tensor(0.3190)	-2	0.3189786374568939
z a w ł ó c z y ł y b y   s i ę	z a w ł ó c z y ł y b y   s i ę	0.1944258213043213	tensor(0.3184)	-2	0.31841206550598145
s z o ł o m i ą c e j	s z o ł o m i ą c e j	0.16541967391967774	tensor(0.2976)	-2	0.2976345717906952
k a p i n o s ó w	k a p i n o s ó w	0.10687580108642578	tensor(0.4353)	-2	0.4352678954601288
k a c e r s k u	k a c e r s k u	0.19008532762527466	tensor(0.3156)	-2	0.3155952990055084
n i e o k u l e n i u	n i e o k u l e n i u	0.1951209545135498	tensor(0.3189)	-2	0.31885412335395813
n i e s k a l e c z o n e g o	n i e s k a l e c z o n e g o	0.1958103895187378	tensor(0.3193)	-2	0.31929007172584534
n i e o ś m n a s t o l e t n i ą	n i e o ś m n a s t o l e t n i ą	0.1950557589530945	tensor(0.3188)	-2	0.318812757730484
w k u r z o n e	w k u r z o n e	0.19594637155532837	tensor(0.3194)	-2	0.31937578320503235
n i e u z i e m i o n e	n i e u z i e m i o n e	0.19478759765625	tensor(0.3186)	-2	0.31864243745803833
n i e u g ł a d z e n i a   s i ę	n i e u g ł a d z e n i a   s i ę	0.18806784152984618	tensor(0.3143)	-2	0.31425243616104126
