prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.03114878535270691	0.01263833325356245	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.04191802740097046	0.017431849613785744	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.024250946193933486	1.1727452278137207	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.03467618264257908	0.9516047835350037	1
c u g o w o ś ć	c u g o w o ś ć	0.04445641040802002	0.012955437414348125	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.026987842470407485	0.02705865167081356	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.037400074675679205	0.042152486741542816	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03719397261738777	0.01667189784348011	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.030017254501581193	0.01418391801416874	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.025568100810050964	0.5523577928543091	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.03304245993494988	0.015758097171783447	-2
u s t r a s z m y	u s t r a s z m y	0.0269634660333395	0.11245589703321457	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.03243581801652908	0.013448651880025864	-2
z a d u m a n a	z a d u m a n a	0.03522599041461945	0.011838401667773724	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.02633874788880348	0.018646741285920143	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.02900591939687729	0.014441194012761116	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.030905666202306746	0.014941570349037647	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03366564847528934	0.014463922940194607	-2
s m a r k n i j m y	s m a r k n i j m y	0.027295519784092902	0.04979107156395912	-2
t e r	t e r	0.09997700452804566	0.020043475553393364	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.025889179855585098	0.02030850760638714	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.04022803828120232	0.013980573043227196	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.04402918517589569	0.013177171349525452	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.027491659671068192	0.019615180790424347	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.03104715719819069	0.018367495387792587	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.02633981257677078	0.9715216755867004	-1
o f i c e r k ó w	o f i c e r k ó w	0.035486072301864624	0.03812791034579277	-2
w a ś n i e s z	w a ś n i s z	0.02143174447119236	1.137430191040039	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.03144026808440685	0.014344283379614353	-2
