prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.030984523892402648	0.017957866191864014	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.036303183436393736	0.023977139964699745	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.0233836080878973	1.4312613010406494	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.03013048358261585	0.8989756107330322	1
c u g o w o ś ć	c u g o w o ś ć	0.04195381253957749	0.012580608017742634	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.026454510167241096	0.050601016730070114	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03945632353425026	0.052776999771595	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03339559473097324	0.016365988180041313	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.028568184375762938	0.014465274289250374	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.026304799318313598	0.6975787878036499	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.030731843039393424	0.015086726285517216	-2
u s t r a s z m y	u s t r a s z m y	0.0279035035520792	0.563528299331665	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.03019193299114704	0.013634005561470985	-2
z a d u m a n a	z a d u m a n a	0.034398213401436804	0.012393049895763397	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.029997605830430984	0.023048005998134613	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.02841626890003681	0.01860358752310276	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.031001486256718634	0.01884043775498867	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03360985927283764	0.017525052651762962	-2
s m a r k n i j m y	s m a r k n i j m y	0.030405668914318083	0.03995250165462494	-2
t e r	t e r	0.08719117492437363	0.05179561302065849	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.02631358839571476	0.020967260003089905	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.03744691759347916	0.026771772652864456	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.042879239469766614	0.014350391924381256	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.0263043861836195	0.019751794636249542	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.03243543840944767	0.018643172457814217	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.024888794869184494	0.6679074168205261	-1
o f i c e r k ó w	o f i c e r k ó w	0.03210993818938732	0.09513604640960693	-2
w a ś n i e s z	w a ś n i s z	0.021989408880472183	1.0927672386169434	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.030730197578668593	0.014765922911465168	-2
p o w i n o w a c i e   s i ę	p o w i n o w a c i   s i ę	0.02572515271604061	1.1440316438674927	-1
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.026592359691858292	0.9567065238952637	0
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.02951629236340523	0.027166659012436867	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.03399628065526485	0.02071530744433403	-2
l u f s k u	l u f s k u	0.03629191964864731	0.35989588499069214	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.032622627541422845	0.02628329209983349	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.03337686769664287	0.020230289548635483	-2
m i o d n y m	m i o d n y m	0.038538838550448415	0.013551238924264908	-2
l i t o g r a f o w a ł y ś c i e   s i ę	l i t o g r a f o w a ł y ś c i e   s i ę	0.0470949187874794	0.015628177672624588	-2
r u l o w a n e j	r u l o w a n e j	0.03419704437255859	0.015911336988210678	-2
b ę d z i e s z   g l a n s o w a ł o   s i ę	b ę d z i e s z   g l a n s o w a ł o   s i ę	0.036728839948773385	0.04564058408141136	-2
n i e b u l k o c ą c y m i	n i e b u l k o c z ą c y m i	0.030018438771367072	0.9794986248016357	-1
n i e s o l a n k o w a n e	n i e s o l a n k o w a n e	0.033965985476970675	0.01619025133550167	-2
n i e p o z a o b o w i ą z k o w y m	n i e p o z a o b o w i ą z k o w y m	0.028092986345291136	0.06272908300161362	-2
o b i e c u j ą c y c h	o b i e c u j ą c y c h	0.027353624626994134	0.039119210094213486	-2
e s t e t y z u j ą c e	e s t e t y z u j ą c e	0.027667877078056336	0.020675167441368103	-2
n i e n o r m a n d z k i c h	n i e n o r m a n d z k i c h	0.03413381651043892	0.022576890885829926	-2
n i e z d r a p y w a n y m	n i e z d r a p y w a n y m	0.02861340194940567	0.015240896493196487	-2
o z n a j m o w a ł a   s i ę	o z n a j m o w a ł a   s i ę	0.033164923638105394	0.015250343829393387	-2
b ę d z i e s z   r o z c i e r a ł o	b ę d z i e s z   r o z c i e r a ł o	0.02695767246186733	0.057832684367895126	-2
n i e n i u a n s o w a n i e	n i e n i u a n s o w a n i e	0.023934902250766756	0.023322194814682007	-2
n i e p o s z u f l a d k o w a n i u	n i e p o s z u f l a d k o w a n i u	0.02997604012489319	0.01822003349661827	-2
d w u z n a c z n a	d w u z n a c z n a	0.0444712720811367	0.014045264571905136	-2
n i e s k o o p e r o w a n e j	n i e s k o o p e r o w a n e j	0.03677442818880081	0.3460734486579895	-2
e l e w k a m i	e l e w k a m i	0.039298034459352496	0.0474868081510067	-2
p r z e p o p i e l o n y c h	p r z e p o p i e l o n y c h	0.029269565269351004	0.019904566928744316	-2
o s k r o b u j ą c e	o s k r o b u j ą c e	0.027092806249856948	0.049623146653175354	-2
z a ż y d z a ł o m	z a ż y d z a ł o m	0.02948417104780674	0.020618218928575516	-2
z a l ę k n i ę t e	z a l ę k n i ę t e	0.033005576208233835	0.021741708740592003	-2
n i e t u r b o ś m i g ł o w o ś ć	n i e t u r b o ś m i g ł o w o ś ć	0.02738543041050434	0.02197619527578354	-2
n i e w o k a l n y m	n i e w o k a l n y m	0.034555234014987946	0.012740064412355423	-2
b ę d z i e c i e   c z ł o n o w a ł y	b ę d z i e c i e   c z ł o n o w a ł y	0.02987500950694084	0.02361189015209675	-2
u z w o j e n i u	u z w o j e n i u	0.0299757044762373	0.5826860666275024	-2
f l a d e r k o w a ł y b y	f l a d e r k o w a ł y b y	0.030873366817831992	0.013400676660239697	-2
w l e ź c i e	w l e z i e c i e	0.02744380384683609	0.097788006067276	1
b ę d ę   u p e r l a ł o   s i ę	b ę d ę   u p e r l a ł o   s i ę	0.03238759785890579	0.03587919846177101	-2
p o t a s o w o ś c i	p o t a s o w o ś c i	0.034270958974957466	0.016355615109205246	-2
s p i e r n i c z e l i ś c i e	s p i e r n i c z e l i ś c i e	0.02727281004190445	0.2784019708633423	-2
n i e k o p u l u j ą c y	n i e k o p u l u j ą c y	0.027647224068641663	0.014462573453783989	-2
n a j t r y w i a l n i e j s z y m	n a j t r y w i a l n i e j s z y m	0.02618686780333519	0.03071695752441883	-2
n i e o d k o d o w y w a n y c h	n i e o d k o d o w y w a n y c h	0.025987784191966058	0.019510209560394287	-2
r o z d z i e w i c z a j ą c e	r o z d z i e w i c z a j ą c e	0.02572336681187153	0.23961278796195984	-2
n i e o d p t a s z k o w y w a n y m	n i e o d p t a s z k o w y w a n y m	0.02727177254855633	0.019204456359148026	-2
r o z p ł a w i o n ą	r o z p ł a w i o n ą	0.029595712944865227	0.022871125489473343	-2
s z a p t a l i z u j ą c y m   s i ę	s z a p t a l i z u j ą c y m   s i ę	0.0371668852865696	0.014171110466122627	-2
p r z e m a r n o w y w a n e j	p r z e m a r n o w y w a n e j	0.03443792052567005	0.01801292598247528	-2
t a p l a l i ś m y   s i ę	t a p l a l i ś m y   s i ę	0.0381147138774395	0.01683131791651249	-2
o d p o z n a w a ł y	o d p o z n a w a ł y	0.03162282295525074	0.02137668989598751	-2
k a s a r a c h	k a s a r a c h	0.02965145669877529	0.03682096302509308	-2
d e p a n s o w a n y m	d e p a n s o w a n y m	0.02813686765730381	0.020296016708016396	-2
n i e u p o ż y t e c z n i e n i	n i e u p o ż y t e c z n i e n i	0.032577770575881	0.2510308623313904	-2
n i e p o w i e w n ą	n i e p o w i e w n ą	0.031485000252723695	0.012365209870040417	-2
n i e s u b t y l i z o w a n e j	n i e s u b t y l i z o w a n e j	0.038117294758558275	0.017613621428608894	-2
z a p r a ż a ł y b y ś m y	z a p r a ż a ł y b y ś m y	0.03041149154305458	0.016386620700359344	-2
n i e w s t r z ą s a j ą c y	n i e w s t r z ą s a j ą c y	0.023575398698449136	0.43985694646835327	-2
z n a r k o t y z o w a l i ś m y	z n a r k o t y z o w a l i ś m y	0.02878180779516697	0.018920408561825752	-2
p o t ę g o w ą	p o t ę g o w ą	0.040506791323423386	0.01454567164182663	-2
n i e k r ó c i u ś k o ś ć	n i e k r ó c i u ś k o ś ć	0.033159578964114186	0.05250530317425728	-2
