prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.028861992061138153	0.014751890674233437	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.03443702906370163	0.03275793790817261	-2
p l u s k o c ą c e	n i e p l u s k o c z ą c e	0.024071938544511794	1.221402883529663	2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.03510122522711754	0.6593353152275085	1
c u g o w o ś ć	c u g o w o ś ć	0.046607738733291625	0.01362436544150114	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.02647666297852993	0.05752333998680115	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.0365594070404768	0.049224529415369034	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.033350106328725815	0.01978829689323902	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.029833367466926573	0.014101491309702396	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.024563486129045485	0.7062242031097412	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.030750583857297897	0.015228865668177605	-2
u s t r a s z m y	u s t r a s z m y	0.027614186331629754	0.36248981952667236	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.029362913966178895	0.01647476851940155	-2
z a d u m a n a	z a d u m a n a	0.033883065730333325	0.013240094296634197	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.028624172881245614	0.024756817147135735	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.029114384949207307	0.019925996661186218	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.028560733422636986	0.0192446019500494	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.034511216729879376	0.018911639228463173	-2
s m a r k n i j m y	s m a r k n i j m y	0.026036636531352998	0.09646059572696686	-2
t e r	t e r	0.08067239671945572	0.10571141541004181	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.025389042869210243	0.0202817153185606	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.037565045058727264	0.01798495650291443	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.04024200364947319	0.015363299287855625	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.025943724438548088	0.023755017668008804	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.030108733847737313	0.020336873829364777	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.026010001078248024	0.9175400137901306	-1
o f i c e r k ó w	o f i c e r k ó w	0.03388900086283684	0.09183886647224426	-2
w a ś n i e s z	w a ś n i s z	0.021993307396769524	1.377472996711731	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.031505339220166205	0.016614533960819244	-2
p o w i n o w a c ą   s i ę	p o w i n o w a c i   s i ę	0.023577549308538438	1.9536828994750977	-1
o d t ł u ś c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.030541451647877693	0.7184500694274902	-2
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.03126827664673328	0.025723297148942947	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.0338628675788641	0.022224662825465202	-2
