prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.19693393707275392	tensor(0.3200)	-2	0.3199954032897949
o d l u d n o ś ć	o d l u d n o ś ć	0.19700764417648314	tensor(0.3200)	-2	0.3200414478778839
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19658616781234742	tensor(0.3198)	-2	0.3197777569293976
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.1964411973953247	tensor(0.3197)	-2	0.3196868598461151
n i e p i s y w a n y c h	n i e p i s y w a n y c h	0.19757816791534424	tensor(0.3204)	-2	0.32039690017700195
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19611841440200806	tensor(0.3195)	-2	0.31948408484458923
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19581719636917114	tensor(0.3193)	-2	0.31929439306259155
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.1972073197364807	tensor(0.3202)	-2	0.3201660215854645
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.19458235502243043	tensor(0.3185)	-2	0.31851181387901306
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.19705572128295898	tensor(0.3201)	-2	0.3200714588165283
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.1968652367591858	tensor(0.3200)	-2	0.31995245814323425
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1958479404449463	tensor(0.3193)	-2	0.31931376457214355
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19625436067581176	tensor(0.3196)	-2	0.31956955790519714
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19721632003784179	tensor(0.3202)	-2	0.32017162442207336
d r u g o l e t n i m i	d r u g o l e t n i m i	0.1975095748901367	tensor(0.3204)	-2	0.32035425305366516
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.1948211073875427	tensor(0.3187)	-2	0.31866371631622314
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.1965126395225525	tensor(0.3197)	-2	0.3197316527366638
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.19072222709655762	tensor(0.3160)	-2	0.31601476669311523
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.1961352586746216	tensor(0.3195)	-2	0.31949469447135925
z a ł a t w i e n i u	z a ł a t w i e n i u	0.18431001901626587	tensor(0.3117)	-2	0.31169334053993225
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.1957480788230896	tensor(0.3193)	-2	0.31925079226493835
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19643731117248536	tensor(0.3197)	-2	0.3196844458580017
n i e b e z z a w o d n y	n i e b e z z a w o d n y	0.19622859954833985	tensor(0.3196)	-2	0.31955334544181824
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.19387484788894654	tensor(0.3181)	-2	0.31805992126464844
g o r d i n g ó w	g o r d i n g ó w	0.1940071702003479	tensor(0.3181)	-2	0.31814461946487427
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19691123962402343	tensor(0.3200)	-2	0.319981187582016
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.19677690267562867	tensor(0.3199)	-2	0.31989720463752747
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.1971088767051697	tensor(0.3201)	-2	0.3201046288013458
n i e u p l a t a j ą c y c h   s i ę	n i e u p l a t a j ą c y c h   s i ę	0.1976332187652588	tensor(0.3204)	-2	0.320431113243103
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.19687020778656006	tensor(0.3200)	-2	0.3199555575847626
n i e p a p r y k u j ą c ą	n i e p a p r y k u j ą c ą	0.1977429509162903	tensor(0.3205)	-2	0.3204992711544037
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.1914665699005127	tensor(0.3165)	-2	0.31650230288505554
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.19184432029724122	tensor(0.3167)	-2	0.31674858927726746
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.19595929384231567	tensor(0.3194)	-2	0.3193839192390442
b a n d a ż o w a n e	b a n d a ż o w a n e	0.19693759679794312	tensor(0.3200)	-2	0.3199976682662964
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19583406448364257	tensor(0.3193)	-2	0.3193050026893616
e s o w a j ą c ą	e s u j ą c ą	0.16701931953430177	tensor(0.2989)	1	0.2989054322242737
k l a n o w e	k l a n o w e	0.19768844842910765	tensor(0.3205)	-2	0.32046541571617126
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.18332000970840454	tensor(0.3110)	-2	0.31100642681121826
n i e u p y c h a n y m	n i e u p y c h a n y m	0.1975733995437622	tensor(0.3204)	-2	0.32039394974708557
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.19654676914215088	tensor(0.3198)	-2	0.3197530508041382
z g n a n y	z g n a n y	0.19630228281021117	tensor(0.3196)	-2	0.3195996582508087
ż ó ł c i o w o ś c i ą	ż ó ł c i o w o ś c i ą	0.19752441644668578	tensor(0.3204)	-2	0.32036346197128296
n i e k o w a l e n c y j n e	n i e k o w a l e n c y j n e	0.19603267908096314	tensor(0.3194)	-2	0.3194301426410675
m o n a r c h i c z n y m	m o n a r c h i c z n y m	0.19673148393630982	tensor(0.3199)	-2	0.3198687732219696
o d p o w i e d z i a l n o ś c i ą	o d p o w i e d z i a l n o ś c i ą	0.19679418802261353	tensor(0.3199)	-2	0.3199080228805542
b a r b e c u	b a r b e c u e	0.18825554847717285	tensor(0.3144)	-1	0.3143782913684845
b r a n z l u j ą c y m   s i ę	b r a n z l u j ą c y m   s i ę	0.19710125923156738	tensor(0.3201)	-2	0.3200998604297638
w y j ą k i w a n i u	w y j ą k i w a n i u	0.1968056082725525	tensor(0.3199)	-2	0.31991517543792725
n i e r e f i n a n s u j ą c y m i	n i e r e f i n a n s u j ą c y m i	0.19743363857269286	tensor(0.3203)	-2	0.32030701637268066
d o s k r o b a ł b y ś	d o s k r o b a ł b y ś	0.1973743200302124	tensor(0.3203)	-2	0.3202700614929199
