prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.030260393768548964	0.01374068669974804	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.03284061588346958	0.019721833989024162	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.022930946946144105	0.9988594055175781	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.03041020892560482	0.5560791492462158	1
c u g o w o ś ć	c u g o w o ś ć	0.04418085664510727	0.015574797056615353	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.027641038596630096	0.027822008356451988	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03443759456276894	0.021758900955319405	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.034176725521683694	0.013396385125815868	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.027596911415457726	0.014729169197380543	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.02703915610909462	0.5911030769348145	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.036597096174955365	0.011478513479232788	-2
u s t r a s z m y	u s t r a s z m y	0.02834574654698372	0.04835863038897514	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.02807619273662567	0.016171960160136223	-2
z a d u m a n a	z a d u m a n a	0.03267725221812725	0.01689622737467289	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.03193024694919586	0.0189825426787138	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.02936333417892456	0.014492407441139221	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.031045132875442506	0.016605859622359276	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03562860786914825	0.016685960814356804	-2
s m a r k n i j m y	s m a r k n i j m y	0.026462259143590926	0.024362295866012573	-2
t e r	t e r	0.10314913839101791	0.025559520348906517	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.027930080145597457	0.01674261875450611	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.03984137326478958	0.014955013059079647	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.04263866543769836	0.014373240061104298	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.027689337730407715	0.023461295291781425	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.03092104382812977	0.02405213564634323	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.027208181098103523	0.37792205810546875	-1
o f i c e r k ó w	o f i c e r k ó w	0.0342728890478611	0.04886264726519585	-2
w a ś n i e s z	w a ś n i s z	0.02041586525738239	1.1338917016983032	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.0324016772210598	0.016587108373641968	-2
p o w i n u j e   s i ę	p o w i n o w a c i   s i ę	0.02292719706892967	1.731735110282898	3
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.028397389501333237	0.8835833668708801	0
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.0344409991055727	0.02309863641858101	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.03393680974841118	0.018256008625030518	-2
l u f s k u	l u f s k u	0.0367729090154171	0.6304874420166016	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.03202061764895916	0.01964888535439968	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.03401017375290394	0.017560819163918495	-2
m i o d n y m	m i o d n y m	0.03592701479792595	0.012707116082310677	-2
l i t o g r a f o w a ł y ś c i e   s i ę	l i t o g r a f o w a ł y ś c i e   s i ę	0.04376417025923729	0.014209589920938015	-2
r u l o w a n e j	r u l o w a n e j	0.03569304086267948	0.01617254689335823	-2
b ę d z i e s z   g l a n s o w a ł o   s i ę	b ę d z i e s z   g l a n s o w a ł o   s i ę	0.04131156913936138	0.033063601702451706	-2
n i e b u l k o c z ą c y m i	n i e b u l k o c z ą c y m i	0.02892906852066517	0.9147802591323853	-2
n i e s o l a n k o w a n e	n i e s o l a n k o w a n e	0.03379039354622364	0.018676327541470528	-2
n i e p o z a o b o w i ą z k o w y m	n i e p o z a o b o w i ą z k o w y m	0.028535950183868408	0.020622828975319862	-2
o b i e c u j ą c y c h	o b i e c u j ą c y c h	0.02638133354485035	0.3233661353588104	-2
e s t e t y z u j ą c e	e s t e t y z u j ą c e	0.028414366021752357	0.01874350756406784	-2
n i e n o r m a n d z k i c h	n i e n o r m a n d z k i c h	0.031097893416881562	0.01985551416873932	-2
n i e z d r a p y w a n y m	n i e z d r a p y w a n y m	0.027837787941098213	0.01387338899075985	-2
o z n a j m o w a ł a   s i ę	o z n a j m o w a ł a   s i ę	0.03189708888530731	0.014299936592578888	-2
b ę d z i e s z   r o z c i e r a ł o	b ę d z i e s z   r o z c i e r a ł o	0.027534447982907294	0.043051835149526596	-2
n i e n i u a n s o w a n i e	n i e n i u a n s o w a n i e	0.02369125485420227	0.03809614107012749	-2
n i e p o s z u f l a d k o w a n i u	n i e p o s z u f l a d k o w a n i u	0.028148809820413588	0.015832873061299324	-2
d w u z n a c z n a	d w u z n a c z n a	0.036410389095544816	0.01602315902709961	-2
n i e s k o p e r o w a n e j	n i e s k o o p e r o w a n e j	0.035410860925912856	0.6867230534553528	-1
e l e w k a m i	e l e w k a m i	0.03704488277435303	0.027785127982497215	-2
p r z e p o p i e l o n y c h	p r z e p o p i e l o n y c h	0.028989682719111443	0.03333250805735588	-2
o s k r o b u j ą c e	o s k r o b u j ą c e	0.026522538065910338	0.03596004843711853	-2
z a ż y d z a ł o m	z a ż y d z a ł o m	0.02896919772028923	0.017850778996944427	-2
z a l ę k n i ę t e	z a l ę k n i ę t e	0.03424384631216526	0.017633114010095596	-2
n i e t u r b o ś m i g ł o w o ś ć	n i e t u r b o ś m i g ł o w o ś ć	0.028166715055704117	0.01899212971329689	-2
n i e w o k a l n y m	n i e w o k a l n y m	0.0315862488001585	0.012708056718111038	-2
b ę d z i e c i e   c z ł o n o w a ł y	b ę d z i e c i e   c z ł o n o w a ł y	0.03050796762108803	0.021850744262337685	-2
u z w o j e n i u	u z w o j e n i u	0.030194292590022088	0.10394345223903656	-2
f l a d e r k o w a ł y b y	f l a d e r k o w a ł y b y	0.028011692687869072	0.015861373394727707	-2
w l e ź c i e	w l e z i e c i e	0.02858698330819607	0.5091394186019897	1
b ę d ę   u p e r l a ł o   s i ę	b ę d ę   u p e r l a ł o   s i ę	0.03106663525104523	0.046301648020744324	-2
p o t a s o w o ś c i	p o t a s o w o ś c i	0.036700104176998136	0.012648511677980423	-2
s p i e r n i c z e l i ś c i e	s p i e r n i c z e l i ś c i e	0.02861863747239113	0.04608618840575218	-2
n i e k o p u l u j ą c y	n i e k o p u l u j ą c y	0.03162577524781227	0.014556242153048515	-2
n a j t r y w i a l n i e j s z y m	n a j t r y w i a l n i e j s z y m	0.02776182219386101	0.020373761653900146	-2
n i e o d k o d o w y w a n y c h	n i e o d k o d o w y w a n y c h	0.026757531613111497	0.02158340811729431	-2
r o z d z i e w i c z a j ą c e	r o z d z i e w i c z a j ą c e	0.027292870730161668	0.2252655327320099	-2
n i e o d p t a s z k o w y w a n y m	n i e o d p t a s z k o w y w a n y m	0.02841849997639656	0.018528209999203682	-2
r o z p ł a w i o n ą	r o z p ł a w i o n ą	0.03081576116383076	0.019030237570405006	-2
s z a p t a l i z u j ą c y m   s i ę	s z a p t a l i z u j ą c y m   s i ę	0.03637301474809647	0.013004022650420666	-2
p r z e m a r n o w y w a n e j	p r z e m a r n o w y w a n e j	0.030721794068813323	0.017237452790141106	-2
t a p l a l i ś m y   s i ę	t a p l a l i ś m y   s i ę	0.03597222790122032	0.014616196975111961	-2
o d p o z n a w a ł y	o d p o z n a w a ł y	0.03038901537656784	0.019901063293218613	-2
k a s a r a c h	k a s a r a c h	0.029683345556259157	0.02033955790102482	-2
d e p a n s o w a n y m	d e p a n s o w a n y m	0.02703114375472069	0.01980920508503914	-2
n i e u p o ż y t e c z n i e n i	n i e u p o ż y t e c z n i e n i	0.031879673153162	0.034798383712768555	-2
n i e p o w i e w n ą	n i e p o w i e w n ą	0.035695014894008635	0.012986847199499607	-2
n i e s u b t y l i z o w a n e j	n i e s u b t y l i z o w a n e j	0.038190809264779094	0.0134576465934515	-2
z a p r a ż a ł y b y ś m y	z a p r a ż a ł y b y ś m y	0.02712862752377987	0.016991883516311646	-2
n i e w s t r z ą s a j ą c y	n i e w s t r z ą s a j ą c y	0.023685936257243155	0.33276861906051636	-2
z n a r k o t y z o w a l i ś m y	z n a r k o t y z o w a l i ś m y	0.028437115997076035	0.01815790683031082	-2
p o t ę g o w ą	p o t ę g o w ą	0.04187366142868996	0.01331001054495573	-2
n i e k r ó c i u ś k o ś ć	n i e k r ó c i u ś k o ś ć	0.03434391729533672	0.029138708487153053	-2
c y k l i n o w a l i b y ś c i e   s i ę	c y k l i n o w a l i b y ś c i e   s i ę	0.043152252212166786	0.020382340997457504	-2
n i e m a r s o w i e j ą c e	n i e m a r s o w i e j ą c e	0.026265293732285498	0.4475629925727844	-2
r o z b u d z a l i ś m y   s i ę	r o z b u d z a l i ś m y   s i ę	0.0395232766866684	0.015269122086465359	-2
b r y t	b r y t	0.09308691620826721	0.013755027204751968	-2
