prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.030624839663505554	0.01572759822010994	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.03141222856938839	0.02336902916431427	-2
p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.023032481595873833	1.2034590244293213	1
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.02992081083357334	0.8945629596710205	1
c u g o w o ś ć	c u g o w o ś ć	0.04160681739449501	0.014591770246624947	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.027140921354293822	0.03327501565217972	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03630824387073517	0.01813976839184761	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03555621989071369	0.012265910394489765	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.03109014630317688	0.012795132584869862	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.023762984201312065	0.24194340407848358	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.03285807892680168	0.012531234882771969	-2
u s t r a s z m y	u s t r a s z m y	0.02873660884797573	0.02545173093676567	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.03174640834331512	0.01393127255141735	-2
z a d u m a n a	z a d u m a n a	0.03627823665738106	0.013446241617202759	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.03273119330406189	0.019046545028686523	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.032610068842768666	0.014040798880159855	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.02934092506766319	0.013779946602880955	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03580397889018059	0.014838076196610928	-2
s m a r k n i j m y	s m a r k n i j m y	0.02857363559305668	0.02413003519177437	-2
t e r	t e r	0.09482725560665131	0.05720207095146179	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.026440281048417093	0.03666399046778679	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.03749359175562859	0.014428684487938881	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.04222555495798588	0.015702201053500175	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.028302248939871787	0.022161519154906273	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.030828069150447845	0.023416094481945038	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.025804729014635087	0.47843998670578003	-1
o f i c e r k ó w	o f i c e r k ó w	0.035253047943115234	0.022338533774018288	-2
w a ś n i e s z	w a ś n i s z	0.02183939442038536	1.119518756866455	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.0302547387778759	0.018990902230143547	-2
p o w i n u j e   s i ę	p o w i n o w a c i   s i ę	0.020085014775395392	1.4562129974365234	3
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.02795642279088497	0.30516743659973145	0
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.03017774596810341	0.02381497249007225	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.03499857187271118	0.019781814888119698	-2
l u f s k u	l u f s k u	0.03860867321491242	0.2709388732910156	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.035473687946796416	0.018916958943009377	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.034620485827326776	0.014612674713134766	-2
m i o d n y m	m i o d n y m	0.04068842232227325	0.01148434542119503	-2
l i t o g r a f o w a ł y ś c i e   s i ę	l i t o g r a f o w a ł y ś c i e   s i ę	0.04745098128914833	0.012922495603561401	-2
r u l o w a n e j	r u l o w a n e j	0.03555302396416664	0.014783360064029694	-2
b ę d z i e s z   g l a n s o w a ł o   s i ę	b ę d z i e s z   g l a n s o w a ł o   s i ę	0.03950032219290733	0.02393801137804985	-2
