prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.19656862020492555	tensor(0.3198)	-2	0.3197667598724365
o d l u d n o ś ć	o d l u d n o ś ć	0.1970226526260376	tensor(0.3201)	-2	0.32005080580711365
p a c a ł y b y ś c i e	p a c a ł y b y ś c i e	0.19667526483535766	tensor(0.3198)	-2	0.31983357667922974
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19682676792144777	tensor(0.3199)	-2	0.3199284076690674
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19536882638931274	tensor(0.3190)	-2	0.3190111517906189
n i e p i s y w a n y c h	n i e p i s y w a n y c h	0.1976335644721985	tensor(0.3204)	-2	0.32043132185935974
n i e w y s k a r ż a j ą c e m u   s i ę	n i e w y s k a r ż a j ą c e m u   s i ę	0.19727840423583984	tensor(0.3202)	-2	0.320210337638855
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19527002573013305	tensor(0.3189)	-2	0.3189485967159271
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19229568243026735	tensor(0.3170)	-2	0.31704196333885193
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.1963958740234375	tensor(0.3197)	-2	0.31965839862823486
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.19463109970092773	tensor(0.3185)	-2	0.31854286789894104
w y p i ę k n i a l i b y	w y p i ę k n i a l i b y	0.1967170476913452	tensor(0.3199)	-2	0.31985974311828613
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.19705084562301636	tensor(0.3201)	-2	0.3200684189796448
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.1971373438835144	tensor(0.3201)	-2	0.3201223909854889
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1949952483177185	tensor(0.3188)	-2	0.31877434253692627
n a z i e m n y	n a z i e m n y	0.186990225315094	tensor(0.3135)	-2	0.31352633237838745
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19228692054748536	tensor(0.3170)	-2	0.3170362710952759
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19629091024398804	tensor(0.3196)	-2	0.31959250569343567
d r u g o l e t n i m i	d r u g o l e t n i m i	0.19618674516677856	tensor(0.3195)	-2	0.3195270597934723
l u d w i s a r s t w u	l u d w i s a r s t w i e	0.18878902196884156	tensor(0.3147)	0	0.31473493576049805
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.1963865876197815	tensor(0.3197)	-2	0.31965258717536926
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19636479616165162	tensor(0.3196)	-2	0.3196389079093933
p r z y s z n u r o w y w a ł y   s i ę	p r z y s z n u r o w y w a ł y   s i ę	0.1967861533164978	tensor(0.3199)	-2	0.3199029862880707
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.19267157316207886	tensor(0.3173)	-2	0.3172854483127594
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19703357219696044	tensor(0.3201)	-2	0.32005763053894043
z a ł a t w i e n i u	z a ł a t w i e n i u	0.1951490521430969	tensor(0.3189)	-2	0.3188719153404236
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.1936317801475525	tensor(0.3179)	-2	0.3179040849208832
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19617174863815307	tensor(0.3195)	-2	0.3195176124572754
c z e s a ł a b y m	c z e s a ł a b y m	0.1967318534851074	tensor(0.3199)	-2	0.3198689818382263
n i e b e z z a w o d n y	n i e b e z z a w o d n y	0.17313189506530763	tensor(0.3036)	-2	0.30362167954444885
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.1955417275428772	tensor(0.3191)	-2	0.31912046670913696
n i e b i t u m i c z n y m	n i e b i t u m i c z n y m	0.1968458652496338	tensor(0.3199)	-2	0.31994032859802246
