prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.03285084962844849	0.011577893048524857	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.03244855478405952	0.02885294146835804	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.023258007317781448	0.9436253905296326	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.029936632513999938	1.1086398363113403	1
c u g o w o ś ć	c u g o w o ś ć	0.044427695125341414	0.015068002976477146	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.027565185725688935	0.04656784608960152	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03264574408531189	0.021591220051050186	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03516780398786068	0.013322358950972557	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.03010304309427738	0.014299113303422928	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.02647315226495266	0.8020108938217163	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.03675170876085758	0.012010994367301464	-2
u s t r a s z m y	u s t r a s z m y	0.030162333324551583	0.02167503535747528	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.02997109405696392	0.013957244344055653	-2
z a d u m a n a	z a d u m a n a	0.03620740994811058	0.011531827971339226	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.03471556194126606	0.015409298241138458	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.03013453185558319	0.015554910525679588	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.031355350464582446	0.015609700232744217	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.037861956655979155	0.014479368925094604	-2
s m a r k n i j m y	s m a r k n i j m y	0.02799181155860424	0.01647687703371048	-2
t e r	t e r	0.0765086904168129	0.08139599859714508	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.025365260988473894	0.03207287937402725	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.03748880364000797	0.015012478455901146	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.041868320852518084	0.016918839886784554	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.030609145015478133	0.015831172466278076	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.03035319671034813	0.07692902535200119	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.025939787551760674	0.07707676291465759	-1
o f i c e r k ó w	o f i c e r k ó w	0.03848549574613571	0.017925038933753967	-2
w a ś n i e j e c i e	w a ś n i s z	0.019740231707692145	1.003322958946228	4
n a k a r b o w a n ą	n a k a r b o w a n ą	0.03172874785959721	0.014276557601988316	-2
p o w i n u j e   s i ę	p o w i n o w a c i   s i ę	0.021068638190627098	1.2659225463867188	3
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.03145746849477291	0.7813557386398315	0
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.029126601293683052	0.017758896574378014	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.03774297386407852	0.01756690815091133	-2
l u f s k u	l u f s k u	0.042829377204179765	0.02799863927066326	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.035442492365837096	0.018914444372057915	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.035426925867795944	0.012819724157452583	-2
m i o d n y m	m i o d n y m	0.050400742888450624	0.01238316111266613	-2
l i t o g r a f o w a ł y ś c i e   s i ę	l i t o g r a f o w a ł y ś c i e   s i ę	0.038463841378688815	0.013344231992959976	-2
r u l o w a n e j	r u l o w a n e j	0.03660350739955902	0.01184152252972126	-2
b ę d z i e s z   g l a n s o w a ł o   s i ę	b ę d z i e s z   g l a n s o w a ł o   s i ę	0.03959696218371391	0.019466277211904526	-2
n i e b u l k o c z ą c y m i	n i e b u l k o c z ą c y m i	0.030813207477331163	0.30371642112731934	-2
n i e s o l a n k o w a n e	n i e s o l a n k o w a n e	0.034951215237379075	0.013777831569314003	-2
n i e p o z a o b o w i ą z k o w y m	n i e p o z a o b o w i ą z k o w y m	0.02910790741443634	0.02770533785223961	-2
o b i e c u j ą c y c h	o b i e c u j ą c y c h	0.028830769285559655	0.019370345398783684	-2
e s t e t y z u j ą c e	e s t e t y z u j ą c e	0.028782976046204566	0.019977906718850136	-2
n i e n o r m a n d z k i c h	n i e n o r m a n d z k i c h	0.032095392048358914	0.014622540213167667	-2
n i e z d r a p y w a n y m	n i e z d r a p y w a n y m	0.027356841415166856	0.01176278293132782	-2
o z n a j m o w a ł a   s i ę	o z n a j m o w a ł a   s i ę	0.031713655591011046	0.011685274541378021	-2
b ę d z i e s z   r o z c i e r a ł o	b ę d z i e s z   r o z c i e r a ł o	0.03143552765250206	0.023540930822491646	-2
n i e n i u a n s o w a n i e	n i e n i u a n s o w a n i e	0.024393050372600554	0.01844978518784046	-2
n i e p o s z u f l a d k o w a n i u	n i e p o s z u f l a d k o w a n i u	0.026945077627897263	0.015513082966208458	-2
d w u z n a c z n a	d w u z n a c z n a	0.044591141492128374	0.01342078484594822	-2
n i e s k o p e r o w a n e j	n i e s k o o p e r o w a n e j	0.03592549264431	0.583362340927124	-1
e l e w k a m i	e l e w k a m i	0.038788676634430884	0.039949703961610794	-2
p r z e p o p i e l o n y c h	p r z e p o p i e l o n y c h	0.02981056571006775	0.04214034602046013	-2
o s k r o b u j ą c e	o s k r o b u j ą c e	0.0266466349363327	0.2444479763507843	-2
z a ż y d z a ł o m	z a ż y d z a ł o m	0.030790362134575845	0.01861177384853363	-2
z a l ę k n i ę t e	z a l ę k n i ę t e	0.03596065789461136	0.011573298834264278	-2
n i e t u r b o ś m i g ł o w o ś ć	n i e t u r b o ś m i g ł o w o ś ć	0.03143412359058857	0.014308805577456951	-2
n i e w o k a l n y m	n i e w o k a l n y m	0.033642257750034335	0.013247386552393436	-2
b ę d z i e c i e   c z ł o n o w a ł y	b ę d z i e c i e   c z ł o n o w a ł y	0.02975391373038292	0.016923056915402412	-2
u z w o j e n i u	u z w o j e n i u	0.029009509459137918	0.050657834857702255	-2
f l a d e r k o w a ł y b y	f l a d e r k o w a ł y b y	0.02684570848941803	0.015365646220743656	-2
w l e ź c i e	w l e z i e c i e	0.028517788276076317	0.05665242671966553	1
b ę d ę   u p e r l a ł o   s i ę	b ę d ę   u p e r l a ł o   s i ę	0.03372010886669159	0.023465367034077644	-2
p o t a s o w o ś c i	p o t a s o w o ś c i	0.03762656375765801	0.015450133010745049	-2
s p i e r n i c z e l i ś c i e	s p i e r n i c z e l i ś c i e	0.026510556042194367	0.04935133829712868	-2
n i e k o p u l u j ą c y	n i e k o p u l u j ą c y	0.02838573232293129	0.015287371352314949	-2
n a j t r y w i a l n i e j s z y m	n a j t r y w i a l n i e j s z y m	0.02957576625049114	0.016761131584644318	-2
n i e o d k o d o w y w a n y c h	n i e o d k o d o w y w a n y c h	0.02689584009349346	0.019228940829634666	-2
r o z d z i e w i c z a j ą c e	r o z d z i e w i c z a j ą c e	0.028477907925844193	0.028398437425494194	-2
n i e o d p t a s z k o w y w a n y m	n i e o d p t a s z k o w y w a n y m	0.029002637788653373	0.01664811000227928	-2
r o z p ł a w i o n ą	r o z p ł a w i o n ą	0.029910262301564218	0.019422927871346474	-2
s z a p t a l i z u j ą c y m   s i ę	s z a p t a l i z u j ą c y m   s i ę	0.029533646255731582	0.013345466926693916	-2
p r z e m a r n o w y w a n e j	p r z e m a r n o w y w a n e j	0.036926837638020515	0.014955190010368824	-2
t a p l a l i ś m y   s i ę	t a p l a l i ś m y   s i ę	0.035336689278483394	0.019267156720161438	-2
o d p o z n a w a ł y	o d p o z n a w a ł y	0.030898044258356093	0.029456287622451782	-2
k a s a r a c h	k a s a r a c h	0.029796342924237253	0.016848543658852577	-2
d e p a n s o w a n y m	d e p a n s o w a n y m	0.02956868037581444	0.01604602485895157	-2
n i e u p o ż y t e c z n i e n i	n i e u p o ż y t e c z n i e n i	0.03172074742615223	0.029518011957406998	-2
n i e p o w i e w n ą	n i e p o w i e w n ą	0.03455721251666546	0.014307395555078983	-2
n i e s u b t y l i z o w a n e j	n i e s u b t y l i z o w a n e j	0.03824472278356552	0.01735924743115902	-2
z a p r a ż a ł y b y ś m y	z a p r a ż a ł y b y ś m y	0.029481551423668862	0.016235800459980965	-2
n i e w s t r z ą s a j ą c y	n i e w s t r z ą s a j ą c y	0.024970286712050437	0.06755347549915314	-2
z n a r k o t y z o w a l i ś m y	z n a r k o t y z o w a l i ś m y	0.028058462589979172	0.01548345759510994	-2
p o t ę g o w ą	p o t ę g o w ą	0.045002711564302446	0.01454690471291542	-2
n i e k r ó c i u ś k o ś ć	n i e k r ó c i u ś k o ś ć	0.0360907144844532	0.03720919042825699	-2
c y k l i n o w a l i b y ś c i e   s i ę	c y k l i n o w a l i b y ś c i e   s i ę	0.04121891744434834	0.015149406157433987	-2
n i e m a r s o w i e j ą c e	n i e m a r s o w i e j ą c e	0.02918194606900215	0.024473115801811218	-2
r o z b u d z a l i ś m y   s i ę	r o z b u d z a l i ś m y   s i ę	0.0385810773819685	0.012082825414836407	-2
b r y t	b r y t	0.09567466378211975	0.01070114504545927	-2
n i e m i n u s o w e	n i e m i n u s o w e	0.03887119740247726	0.011113540269434452	-2
n i e o b a t o ż o n e g o	n i e o b a t o ż o n e g o	0.03563261441886425	0.017265386879444122	-2
n i e o d z i e d z i c z a n i u   s i ę	n i e o d z i e d z i c z a n i u   s i ę	0.03302858918905258	0.017509890720248222	-2
o b t r a c a c i e   s i ę	o b t r a c a m y   s i ę	0.03569340035319328	0.6345528960227966	1
d e n d r o c h r o n o l o g i a c h	d e n d r o c h r o n o l o g i a c h	0.03201212510466576	0.31341901421546936	-2
n i e w y k a r c z e n i a	n i e w y k a r c z e n i a	0.027060950919985772	0.014651370234787464	-2
n i e e l i t a r n o ś c i	n i e e l i t a r n o ś c i	0.03421804010868072	0.019559921696782112	-2
z a w r ó c i ł y	z a w r ó c i ł y	0.030644931271672247	0.6922318935394287	-2
n i e g o s p o d a r z ą c a   s i ę	n i e g o s p o d a r z ą c a   s i ę	0.037736187875270846	0.015017879195511341	-2
p i ń s k a	p i ń s k a	0.04808319732546806	0.021873759105801582	-2
n i e n u r k o w ą	n i e n u r k o w ą	0.04122647568583489	0.01420688722282648	-2
s z y b c i u t k a	s z y b c i u t k a	0.03960282877087593	0.012868081219494343	-2
m e d i o l a ń s k a	m e d i o l a ń s k a	0.03426073230803013	0.01441646832972765	-2
p r z y j c e n i a c h	p r z y j ś c i a c h	0.024421361088752747	1.4646499156951904	1
w p u k l a j ą c e	w p u k l a j ą c e	0.03456033915281296	0.011170410551130772	-2
p r z y c i e r a ł o ś   s i ę	p r z y c i e r a ł o ś   s i ę	0.033209361508488654	0.01229763776063919	-2
n i e ż a k o w s k i e	n i e ż a k o w s k i e	0.031631100177764895	0.015884773805737495	-2
s ł u g o w a n o	s ł u g o w a n o	0.02971481941640377	0.016765058040618896	-2
n i e n e o l o g i c z n e	n i e n e o l o g i c z n e	0.034488724917173384	0.015107679180800915	-2
o d m ó ż d ż a j ą c a   s i ę	o d m ó ż d ż a j ą c a   s i ę	0.031067708134651185	0.03445606678724289	-2
n i e u r s u s k i	n i e u r s u s k i	0.04782426431775093	0.013295250944793224	-2
n i e p r z y r z u c a j ą c e m u   s i ę	n i e p r z y r z u c a j ą c e m u   s i ę	0.03383202515542507	0.017329327762126923	-2
p ł u c z k o w n i	p ł u c z k o w n i	0.03644330352544785	0.01911153644323349	-2
n i e n o c l e g o w a n e	n i e n o c l e g o w a n e	0.03441169485449791	0.012086652219295502	-2
o g i p s o w y w a ł y b y	o g i p s o w y w a ł y b y	0.026311871036887167	0.01628187485039234	-2
p r z e p ł y w n o ś c i ą	p r z e p ł y w n o ś c i ą	0.03051801547408104	0.0142733259126544	-2
b ę d z i e c i e   d o t u c z a ł y   s i ę	b ę d z i e c i e   d o t u c z a ł y   s i ę	0.04330023527145386	0.014000961557030678	-2
o d e m g l i ł y b y   s i ę	o d e m g l i ł y b y   s i ę	0.030637407302856447	0.019840039312839508	-2
u b o ż a ł o b y ś	u b o ż a ł o b y ś	0.026333878561854363	0.39024344086647034	-2
z a s t o s o w y w a n e	z a s t o s o w y w a n e	0.0291257057338953	0.014337352477014065	-2
r o z m a w i a j c i e	r o z m a w i a j c i e	0.024471960961818695	0.024003010243177414	-2
s u p e r k o m i t e t a m i	s u p e r k o m i t e t a m i	0.03351331800222397	0.03265433758497238	-2
p o z g ę s z c z a ł y ś m y	p o z g ę s z c z a ł y ś m y	0.030880383774638177	0.015726247802376747	-2
z n a z a l i z o w a ł y b y ś m y   s i ę	z n a z a l i z o w a ł y b y ś m y   s i ę	0.03790573701262474	0.016042625531554222	-2
n i e o d ś r u b o w u j ą c ą	n i e o d ś r u b o w u j ą c ą	0.02899244986474514	0.01417334284633398	-2
z ż u t y	z ż u t y	0.04834405928850174	0.027405453845858574	-2
n i e z o b o w i ą z u j ą c ą	n i e z o b o w i ą z u j ą c ą	0.03310629576444626	0.015554618090391159	-2
w y d o b y w a ł y	w y d o b y w a ł y	0.03002888411283493	0.014581199735403061	-2
w y s p r z e d a j ą c e   s i ę	w y s p r z e d a j ą c e   s i ę	0.03239002376794815	0.04508049786090851	-2
o b h e b l o w a ł y b y ś m y	o b h e b l o w a ł y b y ś m y	0.031181486696004866	0.016731368377804756	-2
p o m y s z k o w a ł b y ś	p o m y s z k o w a ł b y ś	0.029314147680997847	0.01287196483463049	-2
i n t e r p e l a c y j n e	i n t e r p e l a c y j n e	0.03469977527856827	0.015258501283824444	-2
p o w y t w a r z a n i u   s i ę	p o w y t w a r z a n i u   s i ę	0.029667438566684724	0.015654396265745163	-2
b ę d z i e m y   o d s t r a j a ł y   s i ę	b ę d z i e m y   o d s t r a j a ł y   s i ę	0.0383615180850029	0.018528912216424942	-2
w y r o z u b a m i	w y r o z u b a m i	0.03176930733025074	0.3377784788608551	-2
z b o g a c a n y m i	z b o g a c a n y m i	0.03205476775765419	0.013531310483813286	-2
w p l ą t y w a n e j	w p l ą t y w a n e j	0.03328721560537815	0.01725771464407444	-2
b ę d ę   w t r a w i a ł o	b ę d ę   w t r a w i a ł o	0.02866370901465416	0.04736249893903732	-2
z e s z k l a ł y b y ś m y	z e s z k l a ł y b y ś m y	0.025597253069281577	0.6727534532546997	-2
k r a m a r z y ł b y	k r a m a r z y ł b y	0.029645492881536485	0.015116951428353786	-2
p o z a s a d z a l i ś c i e	p o z a s a d z a l i ś c i e	0.02495572194457054	0.016516493633389473	-2
j e b a s z   s i ę	j e b i e s z   s i ę	0.03456025831401348	0.022875376045703888	0
n i e p r o k r a s t y n a c y j n e	n i e p r o k r a s t y n a c y j n e	0.03202664852142334	0.020947370678186417	-2
w y s n o w y w a ł o b y m   s i ę	w y s n o w y w a ł o b y m   s i ę	0.027844906970858573	0.01931927725672722	-2
f i l u n g a	f i l u n g a	0.03964164182543754	0.3430584669113159	-2
