prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.032749009877443315	0.013076543807983398	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.03290245495736599	0.021392257884144783	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.024353495612740517	0.9658561944961548	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.036067984998226166	0.07438352704048157	1
c u g o w o ś ć	c u g o w o ś ć	0.04190827459096909	0.016472365707159042	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.02650234065949917	0.023116210475564003	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03451858088374138	0.02002876251935959	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03347428925335407	0.017625795677304268	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.03236246183514595	0.015017996542155743	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.025466877222061157	0.9326462745666504	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.035340438783168796	0.012856434099376202	-2
u s t r a s z m y	u s t r a s z m y	0.03069060705602169	0.015709063038229942	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.032240301743149756	0.01887463591992855	-2
z a d u m a n a	z a d u m a n a	0.03623855337500572	0.013860401697456837	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.03300971910357475	0.01676974445581436	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.03181210309267044	0.016605684533715248	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.032466384768486026	0.0162181556224823	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03733850121498108	0.016678577288985252	-2
s m a r k n i j m y	s m a r k n i j m y	0.0276188213378191	0.025412607938051224	-2
t e r	t e r	0.06399134397506714	0.6629481315612793	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.02504969984292984	0.29793640971183777	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.03966837376356125	0.014120644889771938	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.038035403937101364	0.01653958298265934	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.029677244275808333	0.017894785851240158	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.031787005811929704	0.02040393464267254	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.02570524476468563	1.0245717763900757	-1
o f i c e r k ó w	o f i c e r k ó w	0.038099952042102814	0.019584747031331062	-2
w a ś n i e j e c i e	w a ś n i s z	0.021230532601475716	1.3524439334869385	4
n a k a r b o w a n ą	n a k a r b o w a n ą	0.033737420290708545	0.01562266331166029	-2
p o w i n o w a c ą   s i ę	p o w i n o w a c i   s i ę	0.027851283177733423	1.6799917221069336	-1
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.030547923967242242	0.5393939018249512	0
