prediction	target	average probability	entropy	edit_distance	uncertainty_value
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19589781761169434	tensor(0.3193)	-2	0.3193452060222626
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19558863639831542	tensor(0.3192)	-2	0.3191501200199127
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19602367877960206	tensor(0.3194)	-2	0.31942445039749146
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.18831459283828736	tensor(0.3144)	-2	0.31441783905029297
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.1911049008369446	tensor(0.3163)	-2	0.3162657618522644
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19675035476684571	tensor(0.3199)	-2	0.31988057494163513
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19636375904083253	tensor(0.3196)	-2	0.3196382522583008
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.1960207462310791	tensor(0.3194)	-2	0.3194226324558258
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.1952090620994568	tensor(0.3189)	-2	0.3189099431037903
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.18547844886779785	tensor(0.3125)	-2	0.31249716877937317
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19541659355163574	tensor(0.3190)	-2	0.31904137134552
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19578771591186522	tensor(0.3193)	-2	0.31927579641342163
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19680734872817993	tensor(0.3199)	-2	0.3199162483215332
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19665191173553467	tensor(0.3198)	-2	0.3198189437389374
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.19465327262878418	tensor(0.3186)	-2	0.3185569643974304
g o r d i n g ó w	g o r d i n g ó w	0.19129399061203003	tensor(0.3164)	-2	0.3163895010948181
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.1962595224380493	tensor(0.3196)	-2	0.3195728063583374
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.19573460817337035	tensor(0.3192)	-2	0.31924229860305786
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.19516730308532715	tensor(0.3189)	-2	0.31888347864151
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.18724355697631836	tensor(0.3137)	-2	0.31369754672050476
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.19514962434768676	tensor(0.3189)	-2	0.31887227296829224
b a n d a ż o w a n e	b a n d a ż o w a n e	0.1961349606513977	tensor(0.3195)	-2	0.31949448585510254
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.18262284994125366	tensor(0.3105)	-2	0.3105195164680481
e s o w a j ą c ą	e s u j ą c ą	0.19516705274581908	tensor(0.3189)	1	0.31888332962989807
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19155657291412354	tensor(0.3166)	-2	0.3165610730648041
b a r b e c u a	b a r b e c u e	0.14538590908050536	tensor(0.2804)	-1	0.28035691380500793
w y j ą k i w a n i u	w y j ą k i w a n i u	0.19712764024734497	tensor(0.3201)	-2	0.3201163411140442
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.1965814471244812	tensor(0.3198)	-2	0.3197748064994812
n i e w i o n e j	n i e w i t e j	0.1953256368637085	tensor(0.3190)	0	0.318983793258667
n i e s k o p i o n y m	n i e s k o p i o n y m	0.19509085416793823	tensor(0.3188)	-2	0.3188350200653076
k o z a k o w a n i e	k o z a k o w a n i e	0.19586873054504395	tensor(0.3193)	-2	0.31932684779167175
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.1860387682914734	tensor(0.3129)	-2	0.3128800392150879
n i e d y n a m o e l e k t r y c z n y c h	n i e d y n a m o e l e k t r y c z n y c h	0.19355361461639403	tensor(0.3179)	-2	0.3178538680076599
n i e r o z m a z g a j a n e	n i e r o z m a z g a j a n e	0.19669986963272096	tensor(0.3198)	-2	0.3198489844799042
g o ł a w o ś c i	g o ł a w o ś c i	0.19741588830947876	tensor(0.3203)	-2	0.32029595971107483
n i e r e c e p c j o n a l n y	n i e r e c e p c j o n a l n y	0.1969732880592346	tensor(0.3200)	-2	0.32001999020576477
s a m c z y k o w i	s a m c z y k o w i	0.1925985336303711	tensor(0.3172)	-2	0.3172381818294525
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19455043077468873	tensor(0.3185)	-2	0.31849145889282227
f i o r y t u r a m i	f i o r y t u r a m i	0.19595162868499755	tensor(0.3194)	-2	0.3193790912628174
n i e w y s t a w o w a n i e	n i e w y s t a w o w a n i e	0.19699116945266723	tensor(0.3200)	-2	0.32003113627433777
b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	0.19676620960235597	tensor(0.3199)	-2	0.31989049911499023
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.19563648700714112	tensor(0.3192)	-2	0.31918033957481384
u p o w s z e c h n i a ł o m	u p o w s z e c h n i a ł o m	0.19617055654525756	tensor(0.3195)	-2	0.3195168673992157
r o z p l a n t o w y w a ł y b y ś c i e   s i ę	r o z p l a n t o w y w a ł y b y ś c i e   s i ę	0.196880304813385	tensor(0.3200)	-2	0.31996187567710876
w s z e c h m i ł o s i e r n y c h	w s z e c h m i ł o s i e r n y c h	0.19679640531539916	tensor(0.3199)	-2	0.31990939378738403
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.18937016725540162	tensor(0.3151)	-2	0.31512171030044556
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.19557322263717652	tensor(0.3191)	-2	0.31914037466049194
a n i e l ą	a n i e l ą	0.19470653533935547	tensor(0.3186)	-2	0.31859084963798523
n a o k ó l n o ś c i ą	n a o k ó l n o ś c i ą	0.19730981588363647	tensor(0.3202)	-2	0.3202299177646637
w y b r u d z i ł y b y	w y b r u d z i ł y b y	0.19681321382522582	tensor(0.3199)	-2	0.3199199140071869
p r z y m a r z ł y m	p r z y m a r z ł y m	0.19617435932159424	tensor(0.3195)	-2	0.3195192813873291
t a b l e t k u j e	t a b l e t k u j e	0.19610639810562133	tensor(0.3195)	-2	0.31947654485702515
d ó j u	d o j u	0.17312710285186766	tensor(0.3036)	-1	0.30361807346343994
p r z e p r a w i a ł a b y m	p r z e p r a w i a ł a b y m	0.19600586891174315	tensor(0.3194)	-2	0.3194132447242737
p r z e r e j e s t r o w a ł o b y m	p r z e r e j e s t r o w a ł o b y m	0.1963124990463257	tensor(0.3196)	-2	0.31960606575012207
n i e s i e k n i ę t y c h	n i e s i e k n i ę t y c h	0.19562307596206666	tensor(0.3192)	-2	0.31917187571525574
n i e p r z e n i c o w y w a n i e	n i e p r z e n i c o w y w a n i e	0.195087468624115	tensor(0.3188)	-2	0.3188328444957733
z a w ł ó c z y ł y b y   s i ę	z a w ł ó c z y ł y b y   s i ę	0.19502350091934204	tensor(0.3188)	-2	0.31879228353500366
s z o ł o m i ą c e j	s z o ł o m i ą c e j	0.18432763814926148	tensor(0.3117)	-2	0.31170549988746643
w y c z e k i w a n e	w y c z e k i w a n e	0.1927768588066101	tensor(0.3174)	-2	0.3173534870147705
k o n c e n t r u j ą c e m u	k o n c e n t r u j ą c e m u	0.19556572437286376	tensor(0.3191)	-2	0.3191356360912323
k a p i n o s ó w	k a p i n o s ó w	0.16839613914489746	tensor(0.3000)	-2	0.29998695850372314
n i e n a p r y s k u j ą c e g o	n i e n a p r y s k u j ą c e g o	0.196674382686615	tensor(0.3198)	-2	0.31983301043510437
k a c e r s k u	k a c e r s k u	0.1944750428199768	tensor(0.3184)	-2	0.3184434175491333
n i e o k u l e n i u	n i e o k u l e n i u	0.19429852962493896	tensor(0.3183)	-2	0.3183308243751526
n i e s k a l e c z o n e g o	n i e s k a l e c z o n e g o	0.19653244018554689	tensor(0.3197)	-2	0.3197440803050995
h o m o c h r o n i c z n o ś c i	h o m o c h r o n i c z n o ś c i	0.19676339626312256	tensor(0.3199)	-2	0.31988874077796936
n i e o ś m n a s t o l e t n i ą	n i e o ś m n a s t o l e t n i ą	0.1961069941520691	tensor(0.3195)	-2	0.3194769024848938
p o w y g o s p o d a r o w y w a n e	p o w y g o s p o d a r o w y w a n e	0.19551438093185425	tensor(0.3191)	-2	0.3191031813621521
w k u r z o n e	w k u r z o n e	0.19543159008026123	tensor(0.3191)	-2	0.3190508484840393
n i e p r z e s z c z e p i a j ą c y m   s i ę	n i e p r z e s z c z e p i a j ą c y m   s i ę	0.19630076885223388	tensor(0.3196)	-2	0.3195987045764923
n i e u z i e m i o n e	n i e u z i e m i o n e	0.1950668215751648	tensor(0.3188)	-2	0.3188197910785675
n i e u g ł a d z e n i a   s i ę	n i e u g ł a d z e n i a   s i ę	0.19015458822250367	tensor(0.3156)	-2	0.31564101576805115
n i e o t r z e ź w i a ł y	n i e o t r z e ź w i a ł y	0.18516842126846314	tensor(0.3123)	-2	0.31228458881378174
w y c z y s z c z a j ą c	w y c z y s z c z a j ą c	0.19420629739761353	tensor(0.3183)	-2	0.3182719349861145
p o w y s y p y w a ć	p o w y s y p y w a ć	0.19641162157058717	tensor(0.3197)	-2	0.31966832280158997
z a n i ż o n a	z a n i ż o n a	0.19582860469818114	tensor(0.3193)	-2	0.319301575422287
u l e p i a	u l e p i a	0.1962055444717407	tensor(0.3195)	-2	0.3195388615131378
p r o c e n t o w n i	p r o c e n t o w n i	0.18611533641815187	tensor(0.3129)	-2	0.31293222308158875
