prediction	target	average probability	entropy	edit_distance	uncertainty_value
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19266769886016846	tensor(0.3173)	-2	0.31728291511535645
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.1947582483291626	tensor(0.3186)	-2	0.31862375140190125
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19544910192489623	tensor(0.3191)	-2	0.31906193494796753
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.18549319505691528	tensor(0.3125)	-2	0.3125072717666626
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.19377448558807372	tensor(0.3180)	-2	0.3179956078529358
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.1950262427330017	tensor(0.3188)	-2	0.31879404187202454
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.19681612253189087	tensor(0.3199)	-2	0.31992173194885254
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19464098215103148	tensor(0.3185)	-2	0.31854915618896484
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19234704971313477	tensor(0.3171)	-2	0.317075252532959
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19536341428756715	tensor(0.3190)	-2	0.3190077245235443
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.1846705675125122	tensor(0.3119)	-2	0.3119421601295471
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19286913871765138	tensor(0.3174)	-2	0.3174131214618683
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19494447708129883	tensor(0.3187)	-2	0.3187420964241028
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.1957255482673645	tensor(0.3192)	-2	0.3192365765571594
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.1951655387878418	tensor(0.3189)	-2	0.31888237595558167
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.1922978639602661	tensor(0.3170)	-2	0.31704336404800415
g o r d i n g ó w	g o r d i n g ó w	0.1871140718460083	tensor(0.3136)	-2	0.3136100769042969
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19715662002563478	tensor(0.3201)	-2	0.3201344311237335
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.19568228721618652	tensor(0.3192)	-2	0.3192092478275299
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.19554632902145386	tensor(0.3191)	-2	0.31912338733673096
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.19175177812576294	tensor(0.3167)	-2	0.3166883587837219
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.18597013950347902	tensor(0.3128)	-2	0.3128332495689392
