prediction	target	average probability	entropy	edit_distance	uncertainty_value
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.1957928419113159	tensor(0.3193)	-2	0.3192790150642395
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19643607139587402	tensor(0.3197)	-2	0.31968364119529724
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19701108932495118	tensor(0.3200)	-2	0.32004356384277344
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19378700256347656	tensor(0.3180)	-2	0.3180036246776581
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.19588422775268555	tensor(0.3193)	-2	0.3193366527557373
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19630402326583862	tensor(0.3196)	-2	0.3196007311344147
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.19704290628433227	tensor(0.3201)	-2	0.32006344199180603
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19653090238571166	tensor(0.3197)	-2	0.3197431266307831
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19612468481063844	tensor(0.3195)	-2	0.3194880485534668
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19662015438079833	tensor(0.3198)	-2	0.3197990357875824
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.18626911640167237	tensor(0.3130)	-2	0.3130369484424591
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19577537775039672	tensor(0.3193)	-2	0.31926801800727844
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19602079391479493	tensor(0.3194)	-2	0.3194226622581482
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19626423120498657	tensor(0.3196)	-2	0.3195757567882538
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.1960473895072937	tensor(0.3194)	-2	0.3194393813610077
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.19334044456481933	tensor(0.3177)	-2	0.3177168667316437
g o r d i n g ó w	g o r d i n g ó w	0.1922399640083313	tensor(0.3170)	-2	0.31700581312179565
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19689469337463378	tensor(0.3200)	-2	0.31997087597846985
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.1971583127975464	tensor(0.3201)	-2	0.3201354742050171
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.1967241048812866	tensor(0.3199)	-2	0.3198641538619995
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.1954488754272461	tensor(0.3191)	-2	0.3190617859363556
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.18129736185073853	tensor(0.3096)	-2	0.30958640575408936
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.19123870134353638	tensor(0.3164)	-2	0.31635335087776184
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.1951586127281189	tensor(0.3189)	-2	0.3188779652118683
b a n d a ż o w a n e	b a n d a ż o w a n e	0.19627422094345093	tensor(0.3196)	-2	0.3195820152759552
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19565460681915284	tensor(0.3192)	-2	0.3191917836666107
e s o w a j ą c ą	e s u j ą c ą	0.18815535306930542	tensor(0.3143)	1	0.31431111693382263
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19337471723556518	tensor(0.3177)	-2	0.31773892045021057
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.19723227024078369	tensor(0.3202)	-2	0.32018157839775085
n i e k o w a l e n c y j n e	n i e k o w a l e n c y j n e	0.197512948513031	tensor(0.3204)	-2	0.3203563690185547
b a r b e c u a	b a r b e c u e	0.16054095029830934	tensor(0.2937)	-1	0.29366251826286316
b r a n z l u j ą c y m   s i ę	b r a n z l u j ą c y m   s i ę	0.19726392030715942	tensor(0.3202)	-2	0.3202013075351715
w y j ą k i w a n i u	w y j ą k i w a n i u	0.19628379344940186	tensor(0.3196)	-2	0.3195880353450775
d o s k r o b a ł b y ś	d o s k r o b a ł b y ś	0.1974888801574707	tensor(0.3203)	-2	0.3203413784503937
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.19570271968841552	tensor(0.3192)	-2	0.31922218203544617
