prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.03252429775893688	0.014576267451047897	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.032988418266177176	0.016778884455561638	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.02399441637098789	1.1066625118255615	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.036280682310462	0.4762575626373291	1
c u g o w o ś ć	c u g o w o ś ć	0.03744811415672302	0.010989710688591003	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.027565550431609152	0.04094529151916504	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03704725503921509	0.02045634388923645	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03514186218380928	0.014960355125367641	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.030240459367632866	0.01210178341716528	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.025448988005518914	0.6787296533584595	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.03770974949002266	0.011629435233771801	-2
u s t r a s z m y	u s t r a s z m y	0.029066139832139015	0.08827612549066544	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.029886019602417945	0.012221585027873516	-2
z a d u m a n a	z a d u m a n a	0.039585608243942264	0.010556977242231369	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.03076210096478462	0.015920249745249748	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.0294501218944788	0.014174635522067547	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.03175085186958313	0.014785826206207275	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03911201730370521	0.013296369463205338	-2
s m a r k n i j m y	s m a r k n i j m y	0.028444380313158036	0.03170040622353554	-2
t e r	t e r	0.10646133124828339	0.037577204406261444	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.027550635486841203	0.014466919004917145	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.041643674671649936	0.012611559592187405	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.04262494072318077	0.01348962914198637	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.0290232390165329	0.014067238196730614	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.033181633427739145	0.01609838381409645	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.02450302578508854	1.171243667602539	-1
o f i c e r k ó w	o f i c e r k ó w	0.03271651305258274	0.04697280377149582	-2
w a ś n i e s z	w a ś n i s z	0.020176739245653153	1.2395020723342896	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.03699715882539749	0.013979515060782433	-2
p o w i n o w a c i e   s i ę	p o w i n o w a c i   s i ę	0.02236357480287552	1.2490627765655518	-1
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.03054119013249874	0.631555438041687	0
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.031097155436873435	0.023090839385986328	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.03706486523151398	0.013109891675412655	-2
l u f s k u	l u f s k u	0.03968791663646698	0.3940819501876831	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.037757357209920885	0.014549782499670982	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.036100880801677705	0.014113947749137878	-2
m i o d n y m	m i o d n y m	0.04368560910224915	0.010886556468904018	-2
