prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.19544037580490112	tensor(0.3191)	-2	0.3190564215183258
o d l u d n o ś ć	o d l u d n o ś ć	0.19665122032165527	tensor(0.3198)	-2	0.31981852650642395
p a c a ł y b y ś c i e	p a c a ł y b y ś c i e	0.19741108417510986	tensor(0.3203)	-2	0.32029297947883606
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19453622102737428	tensor(0.3185)	-2	0.3184824287891388
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.1938232421875	tensor(0.3180)	-2	0.3180268406867981
n i e p i s y w a n y c h	n i e p i s y w a n y c h	0.1961112141609192	tensor(0.3195)	-2	0.3194795548915863
n i e w y s k a r ż a j ą c e m u   s i ę	n i e w y s k a r ż a j ą c e m u   s i ę	0.19687981605529786	tensor(0.3200)	-2	0.3199615478515625
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19574694633483886	tensor(0.3193)	-2	0.31925007700920105
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19369680881500245	tensor(0.3179)	-2	0.31794577836990356
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.19691327810287476	tensor(0.3200)	-2	0.31998246908187866
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.1901463747024536	tensor(0.3156)	-2	0.3156355917453766
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.19721018075942992	tensor(0.3202)	-2	0.32016780972480774
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19617546796798707	tensor(0.3195)	-2	0.319519966840744
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.19621105194091798	tensor(0.3195)	-2	0.3195423185825348
n a z i e m n y	n a z i e m n y	0.19676681756973266	tensor(0.3199)	-2	0.3198908865451813
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19409209489822388	tensor(0.3182)	-2	0.31819894909858704
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19525500535964965	tensor(0.3189)	-2	0.31893905997276306
d r u g o l e t n i m i	d r u g o l e t n i m i	0.1958211302757263	tensor(0.3193)	-2	0.31929686665534973
l u d w i s a r s t w u	l u d w i s a r s t w i e	0.1118687629699707	tensor(0.4468)	0	0.44680699706077576
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.19313706159591676	tensor(0.3176)	-2	0.31758594512939453
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19668561220169067	tensor(0.3198)	-2	0.31984004378318787
