prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.1964751362800598	tensor(0.3197)	-2	0.3197081685066223
o d l u d n o ś ć	o d l u d n o ś ć	0.1969007968902588	tensor(0.3200)	-2	0.3199746608734131
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19625458717346192	tensor(0.3196)	-2	0.3195697069168091
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19594480991363525	tensor(0.3194)	-2	0.31937479972839355
n i e p i s y w a n y c h	n i e p i s y w a n y c h	0.19688661098480226	tensor(0.3200)	-2	0.31996580958366394
n i e w y s k a r ż a j ą c e m u   s i ę	n i e w y s k a r ż a j ą c e m u   s i ę	0.19770257472991942	tensor(0.3205)	-2	0.32047420740127563
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19393764734268187	tensor(0.3181)	-2	0.31810012459754944
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.1948689341545105	tensor(0.3187)	-2	0.318694144487381
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.1970416784286499	tensor(0.3201)	-2	0.32006269693374634
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.18980835676193236	tensor(0.3154)	-2	0.3154122233390808
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.19689298868179322	tensor(0.3200)	-2	0.3199698030948639
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19708410501480103	tensor(0.3201)	-2	0.3200891613960266
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1964558720588684	tensor(0.3197)	-2	0.3196960687637329
n a z i e m n y	n a z i e m n y	0.19649626016616822	tensor(0.3197)	-2	0.31972140073776245
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19473415613174438	tensor(0.3186)	-2	0.31860843300819397
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19522581100463868	tensor(0.3189)	-2	0.3189205825328827
d r u g o l e t n i m i	d r u g o l e t n i m i	0.1973672866821289	tensor(0.3203)	-2	0.32026568055152893
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.19551410675048828	tensor(0.3191)	-2	0.31910303235054016
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19588342905044556	tensor(0.3193)	-2	0.3193361163139343
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.1910730004310608	tensor(0.3162)	-2	0.31624487042427063
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19611648321151734	tensor(0.3195)	-2	0.31948286294937134
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19366168975830078	tensor(0.3179)	-2	0.31792327761650085
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19659849405288696	tensor(0.3198)	-2	0.319785475730896
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19571949243545533	tensor(0.3192)	-2	0.3192327320575714
n i e b e z z a w o d n y	n i e b e z z a w o d n y	0.166525137424469	tensor(0.2985)	-2	0.2985144555568695
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.1952291965484619	tensor(0.3189)	-2	0.3189227283000946
g o r d i n g ó w	g o r d i n g ó w	0.1929150938987732	tensor(0.3174)	-2	0.31744277477264404
