prediction	target	average probability	entropy	edit_distance	uncertainty_value
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.18731656074523925	tensor(0.3137)	-2	0.3137468695640564
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19392917156219483	tensor(0.3181)	-2	0.3180947005748749
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.19499348402023314	tensor(0.3188)	-2	0.31877321004867554
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.187727689743042	tensor(0.3140)	-2	0.3140239119529724
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.16780282258987428	tensor(0.2995)	-2	0.2995222806930542
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19333300590515137	tensor(0.3177)	-2	0.31771206855773926
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.19563878774642945	tensor(0.3192)	-2	0.31918179988861084
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.1907202959060669	tensor(0.3160)	-2	0.31601348519325256
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19350287914276124	tensor(0.3178)	-2	0.31782129406929016
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.18792417049407958	tensor(0.3142)	-2	0.3141559958457947
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.15082510709762573	tensor(0.2853)	-2	0.2853059768676758
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.1917285442352295	tensor(0.3167)	-2	0.3166731894016266
z a ł a t w i e n i u	z a ł a t w i e n i u	0.18966180086135864	tensor(0.3153)	-2	0.3153151571750641
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19477014541625975	tensor(0.3186)	-2	0.3186313211917877
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.1948573112487793	tensor(0.3187)	-2	0.31868672370910645
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.1888185739517212	tensor(0.3148)	-2	0.3147546350955963
g o r d i n g ó w	g o r d i n g ó w	0.16716078519821168	tensor(0.2990)	-2	0.299017071723938
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19577049016952514	tensor(0.3193)	-2	0.3192649185657501
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.19675596952438354	tensor(0.3199)	-2	0.31988412141799927
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.19350303411483766	tensor(0.3178)	-2	0.3178213834762573
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.19421783685684205	tensor(0.3183)	-2	0.31827929615974426
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.15049279928207399	tensor(0.2850)	-2	0.2850092947483063
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.15271085500717163	tensor(0.2870)	-2	0.286975622177124
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.1863258957862854	tensor(0.3131)	-2	0.31307557225227356
b a n d a ż o w a n e	b a n d a ż o w a n e	0.19511185884475707	tensor(0.3188)	-2	0.31884831190109253
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19138014316558838	tensor(0.3164)	-2	0.31644582748413086
e s o w a j ą c ą	e s u j ą c ą	0.19218865633010865	tensor(0.3170)	1	0.3169724643230438
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19291478395462036	tensor(0.3174)	-2	0.31744256615638733
b a r b e c u	b a r b e c u e	0.13948339223861694	tensor(0.2748)	-1	0.2747557461261749
w y j ą k i w a n i u	w y j ą k i w a n i u	0.19519087076187133	tensor(0.3189)	-2	0.31889843940734863
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.19428519010543824	tensor(0.3183)	-2	0.3183223307132721
r o z p a l o n e g o	r o z p a l o n e g o	0.19571624994277953	tensor(0.3192)	-2	0.31923070549964905
n i e k a u d y ń s k i	n i e k a u d y ń s k i	0.1907311797142029	tensor(0.3160)	-2	0.3160206377506256
n i e w i o n e j	n i e w i t e j	0.19018986225128173	tensor(0.3157)	0	0.31566426157951355
n i e s k o p i o n y m	n i e s k o p i o n y m	0.1938722014427185	tensor(0.3181)	-2	0.31805822253227234
s l a m s o w o ś c i a m i	s l a m s o w o ś c i a m i	0.1948450803756714	tensor(0.3187)	-2	0.31867897510528564
k o z a k o w a n i e	k o z a k o w a n i e	0.18971947431564332	tensor(0.3154)	-2	0.3153533637523651
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.19042056798934937	tensor(0.3158)	-2	0.31581634283065796
n i e d y n a m o e l e k t r y c z n y c h	n i e d y n a m o e l e k t r y c z n y c h	0.19008394479751586	tensor(0.3156)	-2	0.3155944049358368
n i e d o m o f o n o w o ś c i	n i e d o m o f o n o w o ś c i	0.19532088041305543	tensor(0.3190)	-2	0.31898078322410583
n i e r o z m a z g a j a n e	n i e r o z m a z g a j a n e	0.1945716142654419	tensor(0.3185)	-2	0.3185049891471863
g o ł a w o ś c i	g o ł a w o ś c i	0.1925051689147949	tensor(0.3172)	-2	0.31717774271965027
n i e r e c e p c j o n a l n y	n i e r e c e p c j o n a l n y	0.19584892988204955	tensor(0.3193)	-2	0.3193143904209137
s a m c z y k o w i	s a m c z y k o w i	0.16830323934555053	tensor(0.2999)	-2	0.29991433024406433
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19311572313308717	tensor(0.3176)	-2	0.3175721764564514
f i o r y t u r a m i	f i o r y t u r a m i	0.19433010816574098	tensor(0.3184)	-2	0.31835100054740906
n i e w y s t a w o w a n i e	n i e w y s t a w o w a n i e	0.1933460235595703	tensor(0.3177)	-2	0.3177204728126526
b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	0.19465559720993042	tensor(0.3186)	-2	0.3185584545135498
a n g a ż o w a n e j	a n g a ż o w a n e j	0.19470226764678955	tensor(0.3186)	-2	0.31858816742897034
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.19424238204956054	tensor(0.3183)	-2	0.3182950019836426
u p o w s z e c h n i a ł o m	u p o w s z e c h n i a ł o m	0.19514410495758056	tensor(0.3189)	-2	0.3188687860965729
p o n i e c h a ł o b y m   s i ę	p o n i e c h a ł o b y m   s i ę	0.1957903742790222	tensor(0.3193)	-2	0.31927746534347534
d e f r a u d o w a ł o	d e f r a u d o w a ł o	0.19792678356170654	tensor(0.3206)	-2	0.320613294839859
r o z p l a n t o w y w a ł y b y ś c i e   s i ę	r o z p l a n t o w y w a ł y b y ś c i e   s i ę	0.1933204412460327	tensor(0.3177)	-2	0.3177039921283722
w s z e c h m i ł o s i e r n y c h	w s z e c h m i ł o s i e r n y c h	0.19148859977722169	tensor(0.3165)	-2	0.3165166676044464
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.1795483946800232	tensor(0.3083)	-2	0.3083403408527374
n i e o ś c i e ż n i c o w o ś c i	n i e o ś c i e ż n i c o w o ś c i	0.19505895376205445	tensor(0.3188)	-2	0.31881478428840637
m ł o t e c z k o w a n y m	m ł o t e c z k o w a n y m	0.196390962600708	tensor(0.3197)	-2	0.31965532898902893
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.19126282930374144	tensor(0.3164)	-2	0.31636911630630493
z a f a ł s z o w y w a ł y   s i ę	z a f a ł s z o w y w a ł y   s i ę	0.19308482408523558	tensor(0.3176)	-2	0.31755223870277405
n i e ż e l a t y n o w a n e m u	n i e ż e l a t y n o w a n e m u	0.1946141839027405	tensor(0.3185)	-2	0.3185320794582367
a n i e l ą	a n i e l ą	0.19427096843719482	tensor(0.3183)	-2	0.31831324100494385
n a o k ó l n o ś c i ą	n a o k ó l n o ś c i ą	0.19596266746520996	tensor(0.3194)	-2	0.3193860352039337
b ę d z i e c i e   k o n s o l i d o w a l i	b ę d z i e c i e   k o n s o l i d o w a l i	0.19633169174194337	tensor(0.3196)	-2	0.3196181356906891
n i e z a p r z o d k o w u j ą c y m i   s i ę	n i e z a p r z o d k o w u j ą c y m i   s i ę	0.19705528020858765	tensor(0.3201)	-2	0.32007119059562683
w y b r u d z i ł y b y	w y b r u d z i ł y b y	0.19538862705230714	tensor(0.3190)	-2	0.31902366876602173
p r z y m a r z ł y m	p r z y m a r z ł y m	0.19576131105422973	tensor(0.3193)	-2	0.3192591071128845
t a b l e t k u j e	t a b l e t k u j e	0.18794220685958862	tensor(0.3142)	-2	0.31416812539100647
d ó j u	d o j u	0.15627902746200562	tensor(0.2901)	-1	0.29007142782211304
p r z e p r a w i a ł a b y m	p r z e p r a w i a ł a b y m	0.1933911085128784	tensor(0.3177)	-2	0.3177494704723358
m i ę d z y s e s y j n y	m i ę d z y s e s y j n y	0.19646162986755372	tensor(0.3197)	-2	0.3196996748447418
n i e w y b ł a g a n e	n i e w y b ł a g a n e	0.19651674032211303	tensor(0.3197)	-2	0.31973424553871155
