prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.03125595189630985	0.014681962318718433	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.035200972482562064	0.01822652667760849	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.02435576431453228	0.9043104648590088	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.03180714510381222	0.8770967125892639	1
c u g o w o ś ć	c u g o w o ś ć	0.04594905003905296	0.013585686683654785	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.028005053102970124	0.02092106267809868	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03775793574750423	0.021327948197722435	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03605293147265911	0.0143655464053154	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.028521989285945893	0.014763515442609787	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.02631561830639839	0.3772425949573517	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.03392577804625034	0.013014727272093296	-2
u s t r a s z m y	u s t r a s z m y	0.027194879949092865	0.02847347967326641	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.028400350362062454	0.016824230551719666	-2
z a d u m a n a	z a d u m a n a	0.035961095988750455	0.012493042275309563	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.03176988512277603	0.018884630873799324	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.028623447567224503	0.015442331321537495	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.03237714283168316	0.015407715924084187	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.041028250753879544	0.01141329575330019	-2
s m a r k n i j m y	s m a r k n i j m y	0.02818404771387577	0.026803072541952133	-2
t e r	t e r	0.09023097008466721	0.04330526292324066	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.026870694011449814	0.01844668760895729	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.03670035935938358	0.014418700709939003	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.044640515744686124	0.012990729883313179	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.026938197016716004	0.019106918945908546	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.03096749112010002	0.03272804990410805	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.027547992393374444	0.49094700813293457	-1
o f i c e r k ó w	o f i c e r k ó w	0.0353405699133873	0.020583443343639374	-2
w a ś n i e s z	w a ś n i s z	0.02195263169705868	1.39705228805542	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.031219936907291412	0.013937089592218399	-2
p o w i n u j e   s i ę	p o w i n o w a c i   s i ę	0.023496898636221886	0.8214119672775269	3
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.029413875192403793	0.5948584079742432	0
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.031174446269869805	0.018810857087373734	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.03715631291270256	0.01675732433795929	-2
l u f s k u	l u f s k u	0.0371309470385313	0.6313843727111816	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.03615468591451645	0.019761959090828896	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.038599752634763715	0.013493274338543415	-2
m i o d n y m	m i o d n y m	0.0443550992757082	0.012716765515506268	-2
l i t o g r a f o w a ł y ś c i e   s i ę	l i t o g r a f o w a ł y ś c i e   s i ę	0.04966389909386635	0.015559778548777103	-2
r u l o w a n e j	r u l o w a n e j	0.03605727665126324	0.014981134794652462	-2
b ę d z i e s z   g l a n s o w a ł o   s i ę	b ę d z i e s z   g l a n s o w a ł o   s i ę	0.04603269025683403	0.021713092923164368	-2
n i e b u l k o c ą c y m i	n i e b u l k o c z ą c y m i	0.029804768785834313	0.8575021028518677	-1
n i e s o l a n k o w a n e	n i e s o l a n k o w a n e	0.03724006339907646	0.017404800280928612	-2
n i e p o z a o b o w i ą z k o w y m	n i e p o z a o b o w i ą z k o w y m	0.028101253136992455	0.019317641854286194	-2
o b i e c u j ą c y c h	o b i e c u j ą c y c h	0.030532921478152276	0.021547965705394745	-2
e s t e t y z u j ą c e	e s t e t y z u j ą c e	0.03042946681380272	0.017168350517749786	-2
n i e n o r m a n d z k i c h	n i e n o r m a n d z k i c h	0.03280667662620544	0.015077570453286171	-2
n i e z d r a p y w a n y m	n i e z d r a p y w a n y m	0.02853228971362114	0.013062664307653904	-2
o z n a j m o w a ł a   s i ę	o z n a j m o w a ł a   s i ę	0.03292004242539406	0.012200628407299519	-2
b ę d z i e s z   r o z c i e r a ł o	b ę d z i e s z   r o z c i e r a ł o	0.027990587428212164	0.02670244500041008	-2
n i e n i u a n s o w a n i e	n i e n i u a n s o w a n i e	0.023142530769109725	0.02220730483531952	-2
n i e p o s z u f l a d k o w a n i u	n i e p o s z u f l a d k o w a n i u	0.029064448922872542	0.014719833619892597	-2
d w u z n a c z n a	d w u z n a c z n a	0.04461368322372437	0.013314479030668736	-2
n i e s k o p e r o w a n e j	n i e s k o o p e r o w a n e j	0.0373120941221714	0.6827244162559509	-1
e l e w k a m i	e l e w k a m i	0.03879093378782272	0.02783949486911297	-2
p r z e p o p i e l o n y c h	p r z e p o p i e l o n y c h	0.031861210614442824	0.028544409200549126	-2
o s k r o b u j ą c e	o s k r o b u j ą c e	0.0269138902425766	0.05744566395878792	-2
z a ż y d z a ł o m	z a ż y d z a ł o m	0.030090369284152985	0.018642062321305275	-2
z a l ę k n i ę t e	z a l ę k n i ę t e	0.03714025542140007	0.014261694625020027	-2
n i e t u r b o ś m i g ł o w o ś ć	n i e t u r b o ś m i g ł o w o ś ć	0.02751287743449211	0.016738399863243103	-2
n i e w o k a l n y m	n i e w o k a l n y m	0.03429343029856682	0.012087005190551281	-2
b ę d z i e c i e   c z ł o n o w a ł y	b ę d z i e c i e   c z ł o n o w a ł y	0.03257308155298233	0.01750274933874607	-2
u z w o j e n i u	u z w o j e n i u	0.029480960965156556	0.042440179735422134	-2
f l a d e r k o w a ł y b y	f l a d e r k o w a ł y b y	0.029368154332041742	0.015447023324668407	-2
w l e ź c i e	w l e z i e c i e	0.029837778210639952	0.13642913103103638	1
b ę d ę   u p e r l a ł o   s i ę	b ę d ę   u p e r l a ł o   s i ę	0.03426802717149258	0.023699305951595306	-2
p o t a s o w o ś c i	p o t a s o w o ś c i	0.038389264792203906	0.01222917903214693	-2
s p i e r n i c z e l i ś c i e	s p i e r n i c z e l i ś c i e	0.029108964651823045	0.028604285791516304	-2
n i e k o p u l u j ą c y	n i e k o p u l u j ą c y	0.030183921009302138	0.013465290889143944	-2
n a j t r y w i a l n i e j s z y m	n a j t r y w i a l n i e j s z y m	0.027954616025090216	0.01967347227036953	-2
n i e o d k o d o w y w a n y c h	n i e o d k o d o w y w a n y c h	0.029423895850777627	0.017381146550178528	-2
r o z d z i e w i c z a j ą c e	r o z d z i e w i c z a j ą c e	0.027046778798103334	0.339653879404068	-2
n i e o d p t a s z k o w y w a n y m	n i e o d p t a s z k o w y w a n y m	0.027233648300170898	0.018443645909428596	-2
r o z p ł a w i o n ą	r o z p ł a w i o n ą	0.029913344606757163	0.017002955079078674	-2
s z a p t a l i z u j ą c y m   s i ę	s z a p t a l i z u j ą c y m   s i ę	0.036685869470238684	0.012841373682022095	-2
p r z e m a r n o w y w a n e j	p r z e m a r n o w y w a n e j	0.03750855140388012	0.015751879662275314	-2
t a p l a l i ś m y   s i ę	t a p l a l i ś m y   s i ę	0.0347629252821207	0.014952195808291435	-2
o d p o z n a w a ł y	o d p o z n a w a ł y	0.032455602660775185	0.020906830206513405	-2
k a s a r a c h	k a s a r a c h	0.03500956743955612	0.017927085980772972	-2
d e p a n s o w a n y m	d e p a n s o w a n y m	0.026270340010523797	0.019047362729907036	-2
n i e u p o ż y t e c z n i e n i	n i e u p o ż y t e c z n i e n i	0.03408546447753906	0.04759825021028519	-2
n i e p o w i e w n ą	n i e p o w i e w n ą	0.03482858538627624	0.012538120150566101	-2
n i e s u b t y l i z o w a n e j	n i e s u b t y l i z o w a n e j	0.04043053165078163	0.01458225678652525	-2
z a p r a ż a ł y b y ś m y	z a p r a ż a ł y b y ś m y	0.028469252958893777	0.018206637352705002	-2
n i e w s t r z ą s a j ą c y	n i e w s t r z ą s a j ą c y	0.02779238633811474	0.28072696924209595	-2
z n a r k o t y z o w a l i ś m y	z n a r k o t y z o w a l i ś m y	0.027725617587566375	0.016382575035095215	-2
p o t ę g o w ą	p o t ę g o w ą	0.03878892958164215	0.014246540144085884	-2
n i e k r ó c i u ś k o ś ć	n i e k r ó c i u ś k o ś ć	0.034003888815641405	0.025241633877158165	-2
c y k l i n o w a l i b y ś c i e   s i ę	c y k l i n o w a l i b y ś c i e   s i ę	0.041006984934210775	0.017263570800423622	-2
n i e m a r s o w i e j ą c e	n i e m a r s o w i e j ą c e	0.029695593193173407	0.28357747197151184	-2
r o z b u d z a l i ś m y   s i ę	r o z b u d z a l i ś m y   s i ę	0.03819167986512184	0.013062781654298306	-2
b r y t	b r y t	0.10075404495000839	0.012335721403360367	-2
n i e m i n u s o w e	n i e m i n u s o w e	0.038238225877285	0.011415710672736168	-2
n i e o b a t o ż o n e g o	n i e o b a t o ż o n e g o	0.0364856880158186	0.01745643839240074	-2
