prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.1970356822013855	tensor(0.3201)	-2	0.3200589418411255
o d l u d n o ś ć	o d l u d n o ś ć	0.19742217063903808	tensor(0.3203)	-2	0.3202998638153076
p a c a ł y b y ś c i e	p a c a ł y b y ś c i e	0.19729273319244384	tensor(0.3202)	-2	0.3202192485332489
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19675501585006713	tensor(0.3199)	-2	0.3198834955692291
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19573312997817993	tensor(0.3192)	-2	0.31924134492874146
n i e p i s y w a n y c h	n i e p i s y w a n y c h	0.19744967222213744	tensor(0.3203)	-2	0.32031697034835815
n i e w y s k a r ż a j ą c e m u   s i ę	n i e w y s k a r ż a j ą c e m u   s i ę	0.19728240966796876	tensor(0.3202)	-2	0.32021284103393555
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.197814416885376	tensor(0.3205)	-2	0.3205436170101166
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.1956024408340454	tensor(0.3192)	-2	0.3191588222980499
d ę t o l o g i	d ę t o l o g i i	0.10547212362289429	tensor(0.2372)	-1	0.23723936080932617
j a w o r z n i c c y	j a w o r z n i c c y	0.13725022077560425	tensor(0.2726)	-2	0.27257201075553894
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.1974070906639099	tensor(0.3203)	-2	0.3202904760837555
p r z e s i ą k a c h	p r z e s i ą k r a c h	0.14492459297180177	tensor(0.2799)	-1	0.27992790937423706
w y p i ę k n i a l i b y	w y p i ę k n i a l i b y	0.19644376039505004	tensor(0.3197)	-2	0.31968846917152405
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.1971260666847229	tensor(0.3201)	-2	0.3201153576374054
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19786571264266967	tensor(0.3206)	-2	0.32057544589042664
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1960873007774353	tensor(0.3195)	-2	0.3194645047187805
n a z i e m n y	n a z i e m n y	0.19754362106323242	tensor(0.3204)	-2	0.3203754425048828
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19556517601013185	tensor(0.3191)	-2	0.31913530826568604
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19516774415969848	tensor(0.3189)	-2	0.3188837766647339
p o p i e c e n i a	p o p i e c z e n i a	0.16939046382904052	tensor(0.3008)	-1	0.30076101422309875
n i e p r z y o r u j ą c e   s i ę	n i e p r z y o r y w a j ą c e   s i ę	0.19576176404953002	tensor(0.3193)	1	0.3192594051361084
d r u g o l e t n i m i	d r u g o l e t n i m i	0.1968708038330078	tensor(0.3200)	-2	0.3199559152126312
z m u t u j e c i e   s i ę	z m u t u j e c i e   s i ę	0.19830769300460815	tensor(0.3208)	-2	0.3208490312099457
l u d w i s a r s t w u	l u d w i s a r s t w i e	0.19496697187423706	tensor(0.3188)	0	0.3187564015388489
r z ę z ą c e	r z ę ż ą c e	0.15368372201919556	tensor(0.2878)	-1	0.28782787919044495
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.1969498872756958	tensor(0.3200)	-2	0.32000532746315
n i e k o m o r n i c z y m	n i e k o m o r n i c z y m	0.1978618860244751	tensor(0.3206)	-2	0.3205730617046356
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.1969797730445862	tensor(0.3200)	-2	0.3200240135192871
p r z y s z n u r o w y w a ł y   s i ę	p r z y s z n u r o w y w a ł y   s i ę	0.19597530364990234	tensor(0.3194)	-2	0.31939399242401123
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.1965989351272583	tensor(0.3198)	-2	0.3197857737541199
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.1949342370033264	tensor(0.3187)	-2	0.31873562932014465
n a j k r ą g ł y c h	n a j k r ą g l e j s z y c h	0.19036988019943238	tensor(0.3158)	3	0.31578296422958374
z i e m i a ń s k i m	z i e m i a ń s k i m	0.19039649963378907	tensor(0.3158)	-2	0.3158005177974701
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19706223011016846	tensor(0.3201)	-2	0.32007551193237305
