prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.19605014324188233	tensor(0.3194)	-2	0.31944113969802856
o d l u d n o ś ć	o d l u d n o ś ć	0.19740381240844726	tensor(0.3203)	-2	0.32028844952583313
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.1943318486213684	tensor(0.3184)	-2	0.3183521032333374
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19209930896759034	tensor(0.3169)	-2	0.316914439201355
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.1964733123779297	tensor(0.3197)	-2	0.3197070062160492
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.19254919290542602	tensor(0.3172)	-2	0.3172062337398529
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.19690971374511718	tensor(0.3200)	-2	0.319980263710022
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.19577378034591675	tensor(0.3193)	-2	0.31926700472831726
o z i e w a ł o b y ś	o z i e w a ł o b y ś	0.19729478359222413	tensor(0.3202)	-2	0.3202205300331116
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19515352249145507	tensor(0.3189)	-2	0.3188747465610504
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1966591000556946	tensor(0.3198)	-2	0.3198234736919403
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19458768367767335	tensor(0.3185)	-2	0.31851521134376526
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19508590698242187	tensor(0.3188)	-2	0.3188318908214569
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.19597781896591188	tensor(0.3194)	-2	0.31939560174942017
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19560868740081788	tensor(0.3192)	-2	0.3191627860069275
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.17704493999481202	tensor(0.3065)	-2	0.3065270483493805
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19305660724639892	tensor(0.3175)	-2	0.31753408908843994
z a ł a t w i e n i u	z a ł a t w i e n i u	0.1862515091896057	tensor(0.3130)	-2	0.31302496790885925
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.19538222551345824	tensor(0.3190)	-2	0.3190195858478546
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19527395963668823	tensor(0.3190)	-2	0.3189510703086853
n i e b e z z a w o d n y	n i e b e z z a w o d n y	0.1912552833557129	tensor(0.3164)	-2	0.31636419892311096
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.19513609409332275	tensor(0.3189)	-2	0.31886371970176697
g o r d i n g ó w	g o r d i n g ó w	0.19471629858016967	tensor(0.3186)	-2	0.31859707832336426
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19704694747924806	tensor(0.3201)	-2	0.320065975189209
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.1960442304611206	tensor(0.3194)	-2	0.3194374144077301
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.19567564725875855	tensor(0.3192)	-2	0.31920507550239563
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.19646137952804565	tensor(0.3197)	-2	0.3196995258331299
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.18904105424880982	tensor(0.3149)	-2	0.3149028718471527
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.19061682224273682	tensor(0.3159)	-2	0.31594547629356384
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.1960269808769226	tensor(0.3194)	-2	0.319426566362381
b a n d a ż o w a n e	b a n d a ż o w a n e	0.19603670835494996	tensor(0.3194)	-2	0.31943267583847046
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19087369441986085	tensor(0.3161)	-2	0.3161141872406006
e s o w a j ą c ą	e s u j ą c ą	0.1871656894683838	tensor(0.3136)	1	0.31364497542381287
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19480366706848146	tensor(0.3187)	-2	0.3186526596546173
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.1966666579246521	tensor(0.3198)	-2	0.31982818245887756
z g n a n y	z g n a n y	0.19741324186325074	tensor(0.3203)	-2	0.3202942907810211
n i e k o w a l e n c y j n e	n i e k o w a l e n c y j n e	0.19605613946914674	tensor(0.3194)	-2	0.3194448947906494
m o n a r c h i c z n y m	m o n a r c h i c z n y m	0.19721379280090331	tensor(0.3202)	-2	0.3201700747013092
o d p o w i e d z i a l n o ś c i ą	o d p o w i e d z i a l n o ś c i ą	0.1961243271827698	tensor(0.3195)	-2	0.3194878101348877
b a r b e c u a	b a r b e c u e	0.12640177011489867	tensor(0.2614)	-1	0.26143547892570496
b r a n z l u j ą c y m   s i ę	b r a n z l u j ą c y m   s i ę	0.19721421003341674	tensor(0.3202)	-2	0.3201703429222107
w y j ą k i w a n i u	w y j ą k i w a n i u	0.19685688018798828	tensor(0.3199)	-2	0.319947212934494
n i e r e f i n a n s u j ą c y m i	n i e r e f i n a n s u j ą c y m i	0.19739656448364257	tensor(0.3203)	-2	0.3202839195728302
d o s k r o b a ł b y ś	d o s k r o b a ł b y ś	0.19721529483795167	tensor(0.3202)	-2	0.3201709985733032
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.19540876150131226	tensor(0.3190)	-2	0.3190363943576813
r o z p a l o n e g o	r o z p a l o n e g o	0.19632688760757447	tensor(0.3196)	-2	0.31961512565612793
b ę d ę   n a p a s t o w a ł o   s i ę	b ę d ę   n a p a s t o w a ł o   s i ę	0.19620969295501708	tensor(0.3195)	-2	0.31954148411750793
p o p i l n o w a ł y b y	p o p i l n o w a ł y b y	0.19670976400375367	tensor(0.3199)	-2	0.3198551833629608
n i e k a u d y ń s k i	n i e k a u d y ń s k i	0.19614211320877076	tensor(0.3195)	-2	0.3194989860057831
n i e w i o n e j	n i e w i t e j	0.19390289783477782	tensor(0.3181)	0	0.3180778920650482
n i e s k o p i o n y m	n i e s k o p i o n y m	0.1962683916091919	tensor(0.3196)	-2	0.3195783793926239
ś w i a d c z ą c y c h   s i ę	ś w i a d c z ą c y c h   s i ę	0.19788529872894287	tensor(0.3206)	-2	0.3205876052379608
n i e s t e r b u r t o w y c h	n i e s t e r b u r t o w y c h	0.19702333211898804	tensor(0.3201)	-2	0.3200512230396271
s l a m s o w o ś c i a m i	s l a m s o w o ś c i a m i	0.1962212562561035	tensor(0.3195)	-2	0.31954875588417053
k o z a k o w a n i e	k o z a k o w a n i e	0.1913752794265747	tensor(0.3164)	-2	0.31644266843795776
n i e p r z e c h ł a d z a j ą c y m   s i ę	n i e p r z e c h ł a d z a j ą c y m   s i ę	0.18780964612960815	tensor(0.3141)	-2	0.31407901644706726
n i e d y n a m o e l e k t r y c z n y c h	n i e d y n a m o e l e k t r y c z n y c h	0.18678796291351318	tensor(0.3134)	-2	0.3133893311023712
n i e d o m o f o n o w o ś c i	n i e d o m o f o n o w o ś c i	0.196718430519104	tensor(0.3199)	-2	0.3198606073856354
n i e r o z m a z g a j a n e	n i e r o z m a z g a j a n e	0.19702656269073487	tensor(0.3201)	-2	0.32005324959754944
o d t u r k o t a ł y ś m y	o d t u r k o t a ł y ś m y	0.19659111499786378	tensor(0.3198)	-2	0.3197808563709259
g o ł a w o ś c i	g o ł a w o ś c i	0.1962825059890747	tensor(0.3196)	-2	0.31958723068237305
n i e r e c e p c j o n a l n y	n i e r e c e p c j o n a l n y	0.19578936100006103	tensor(0.3193)	-2	0.3192768096923828
s a m c z y k o w i	s a m c z y k o w i	0.1864460825920105	tensor(0.3132)	-2	0.3131572902202606
p o k r w a w i e n i a	p o k r w a w i e n i a	0.19625473022460938	tensor(0.3196)	-2	0.31956976652145386
f i o r y t u r a m i	f i o r y t u r a m i	0.1942984938621521	tensor(0.3183)	-2	0.3183308243751526
b a c o w s k i e	b a c o w s k i e	0.19721349477767944	tensor(0.3202)	-2	0.3201698958873749
n i e w y s t a w o w a n i e	n i e w y s t a w o w a n i e	0.19525011777877807	tensor(0.3189)	-2	0.31893599033355713
b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	b ę d z i e c i e   z a c h l a s t y w a ł y   s i ę	0.1963692784309387	tensor(0.3196)	-2	0.31964173913002014
a n g a ż o w a n e j	a n g a ż o w a n e j	0.1964024782180786	tensor(0.3197)	-2	0.31966254115104675
n i e ł o w i e c k i e j	n i e ł o w i e c k i e j	0.19629313945770263	tensor(0.3196)	-2	0.3195939064025879
w y t a ń c o w u j ą c y m   s i ę	w y t a ń c o w u j ą c y m   s i ę	0.19620379209518432	tensor(0.3195)	-2	0.3195377588272095
r o z m o n t o w a n y	r o z m o n t o w a n y	0.19599162340164183	tensor(0.3194)	-2	0.319404274225235
t e r m o s k o p o m	t e r m o s k o p o m	0.19515135288238525	tensor(0.3189)	-2	0.3188733756542206
u p o w s z e c h n i a ł o m	u p o w s z e c h n i a ł o m	0.1963861584663391	tensor(0.3197)	-2	0.3196523189544678
p o n i e c h a ł o b y m   s i ę	p o n i e c h a ł o b y m   s i ę	0.19643216133117675	tensor(0.3197)	-2	0.31968119740486145
d e f r a u d o w a ł o	d e f r a u d o w a ł o	0.19662148952484132	tensor(0.3198)	-2	0.31979990005493164
r o z p l a n t o w y w a ł y b y ś c i e   s i ę	r o z p l a n t o w y w a ł y b y ś c i e   s i ę	0.19633021354675292	tensor(0.3196)	-2	0.31961721181869507
n i e t r e j k o c z ą c y m i	n i e t r e j k o c ą c y m i	0.15907684564590455	tensor(0.2924)	-1	0.2924417555332184
w s z e c h m i ł o s i e r n y c h	w s z e c h m i ł o s i e r n y c h	0.19632391929626464	tensor(0.3196)	-2	0.3196132481098175
o b s r y w a j ą c y m   s i ę	o b s r y w a j ą c y m   s i ę	0.19197041988372804	tensor(0.3168)	-2	0.31683066487312317
n i e o ś c i e ż n i c o w o ś c i	n i e o ś c i e ż n i c o w o ś c i	0.1963450789451599	tensor(0.3196)	-2	0.31962651014328003
m ł o t e c z k o w a n y m	m ł o t e c z k o w a n y m	0.1966782569885254	tensor(0.3198)	-2	0.31983545422554016
n i e k l e p a r s k o ś c i a c h	n i e k l e p a r s k o ś c i a c h	0.19504646062850953	tensor(0.3188)	-2	0.31880685687065125
z a f a ł s z o w y w a ł y   s i ę	z a f a ł s z o w y w a ł y   s i ę	0.19635109901428222	tensor(0.3196)	-2	0.31963029503822327
n i e ż e l a t y n o w a n e m u	n i e ż e l a t y n o w a n e m u	0.19604601860046386	tensor(0.3194)	-2	0.31943854689598083
a n i e l i ą	a n i e l ą	0.19297127723693847	tensor(0.3175)	-1	0.31747904419898987
p r z e k r a w a n y m i	p r z e k r a w a n y m i	0.19713294506072998	tensor(0.3201)	-2	0.3201196491718292
n a o k ó l n o ś c i ą	n a o k ó l n o ś c i ą	0.19650286436080933	tensor(0.3197)	-2	0.31972554326057434
b ę d z i e c i e   k o n s o l i d o w a l i	b ę d z i e c i e   k o n s o l i d o w a l i	0.1960861563682556	tensor(0.3195)	-2	0.3194637894630432
n i e z a p r z o d k o w u j ą c y m i   s i ę	n i e z a p r z o d k o w u j ą c y m i   s i ę	0.19655758142471313	tensor(0.3198)	-2	0.3197598457336426
z w a r i o w a n o ś c i	z w a r i o w a n o ś c i	0.19610319137573243	tensor(0.3195)	-2	0.3194744884967804
w y b r u d z i ł y b y	w y b r u d z i ł y b y	0.196539306640625	tensor(0.3197)	-2	0.3197484016418457
p r z y m a r z ł y m	p r z y m a r z ł y m	0.1970590114593506	tensor(0.3201)	-2	0.3200734853744507
n i e d y n o w s c y	n i e d y n o w s c y	0.19619197845458985	tensor(0.3195)	-2	0.31953033804893494
t a b l e t k u j e	t a b l e t k u j e	0.1946757674217224	tensor(0.3186)	-2	0.3185712993144989
d ó j u	d o j u	0.13961331844329833	tensor(0.2749)	-1	0.2748816907405853
p r z e p r a w i a ł a b y m	p r z e p r a w i a ł a b y m	0.19692890644073485	tensor(0.3200)	-2	0.3199922442436218
u n i e z w y k l e n i a	u n i e z w y k l e n i a	0.19489610195159912	tensor(0.3187)	-2	0.31871140003204346
n i e g o r ą c o k r w i s t y m i	n i e g o r ą c o k r w i s t y m i	0.19794139862060547	tensor(0.3206)	-2	0.32062238454818726
m i ę d z y s e s y j n y	m i ę d z y s e s y j n y	0.19539849758148192	tensor(0.3190)	-2	0.31902989745140076
n i e w y b ł a g a n e	n i e w y b ł a g a n e	0.19692864418029785	tensor(0.3200)	-2	0.3199920952320099
p r z e r e j e s t r o w a ł o b y m	p r z e r e j e s t r o w a ł o b y m	0.19667850732803344	tensor(0.3198)	-2	0.3198356032371521
n i e d a g e r o t y p u j ą c y m	n i e d a g e r o t y p u j ą c y m	0.18225666284561157	tensor(0.3103)	-2	0.31026268005371094
p o b a n d a ż o w a ć   s i ę	p o b a n d a ż o w a ć   s i ę	0.19693058729171753	tensor(0.3200)	-2	0.3199932873249054
n i e s i e k n i ę t y c h	n i e s i e k n i ę t y c h	0.19640753269195557	tensor(0.3197)	-2	0.31966572999954224
n i e p r z e n i c o w y w a n i e	n i e p r z e n i c o w y w a n i e	0.1951223134994507	tensor(0.3189)	-2	0.3188549876213074
z a w ł ó c z y ł y b y   s i ę	z a w ł ó c z y ł y b y   s i ę	0.19502063989639282	tensor(0.3188)	-2	0.318790465593338
n i e n a r o w i o n e	n i e n a r o w i o n e	0.19750113487243653	tensor(0.3203)	-2	0.3203490078449249
n i e z r u t y n i a ł e j	n i e z r u t y n i a ł e j	0.1966738820075989	tensor(0.3198)	-2	0.3198327124118805
s z o ł o m i ą c e j	s z o ł o m i ą c e j	0.19543594121932983	tensor(0.3191)	-2	0.319053590297699
w y c z e k i w a n e	w y c z e k i w a n e	0.19570940732955933	tensor(0.3192)	-2	0.31922638416290283
k o n c e n t r u j ą c e m u	k o n c e n t r u j ą c e m u	0.19593729972839355	tensor(0.3194)	-2	0.3193700611591339
k a p i n o s ó w	k a p i n o s ó w	0.19017677307128905	tensor(0.3157)	-2	0.3156556487083435
n i e n a p r y s k u j ą c e g o	n i e n a p r y s k u j ą c e g o	0.1967986822128296	tensor(0.3199)	-2	0.31991082429885864
n i e f a n t n o ś c i ą	n i e f a n t n o ś c i ą	0.19703038930892944	tensor(0.3201)	-2	0.32005563378334045
k a c e r s k u	k a c e r s k u	0.1965397834777832	tensor(0.3197)	-2	0.3197486996650696
o p r o f i l o w u j ą c e m u   s i ę	o p r o f i l o w u j ą c e m u   s i ę	0.1961491346359253	tensor(0.3195)	-2	0.31950342655181885
n i e o k u l e n i u	n i e o k u l e n i u	0.19482988119125366	tensor(0.3187)	-2	0.31866928935050964
n i e s k a l e c z o n e g o	n i e s k a l e c z o n e g o	0.19614055156707763	tensor(0.3195)	-2	0.3194980025291443
h o m o c h r o n i c z n o ś c i	h o m o c h r o n i c z n o ś c i	0.19550688266754152	tensor(0.3191)	-2	0.31909847259521484
n i e o ś m n a s t o l e t n i ą	n i e o ś m n a s t o l e t n i ą	0.19513531923294067	tensor(0.3189)	-2	0.31886324286460876
p o w y g o s p o d a r o w y w a n e	p o w y g o s p o d a r o w y w a n e	0.1963265895843506	tensor(0.3196)	-2	0.3196149170398712
c z w o r a c k i e	c z w o r a c k i e	0.19678324460983276	tensor(0.3199)	-2	0.31990116834640503
w k u r z o n e	w k u r z o n e	0.19408843517303467	tensor(0.3182)	-2	0.3181965947151184
n i e p r z e s z c z e p i a j ą c y m   s i ę	n i e p r z e s z c z e p i a j ą c y m   s i ę	0.19640707969665527	tensor(0.3197)	-2	0.31966546177864075
n i e b r a m i a s t o ś ć	n i e b r a m i a s t o ś ć	0.19584776163101197	tensor(0.3193)	-2	0.319313645362854
n i e u z i e m i o n e	n i e u z i e m i o n e	0.19628825187683105	tensor(0.3196)	-2	0.31959083676338196
s k a r b u j ą c y c h	s k a r b u j ą c y c h	0.1963181734085083	tensor(0.3196)	-2	0.3196096420288086
