prediction	target	average probability	entropy	dist
c h r u s t a ł a	c h r u s t a ł a	0.031196002662181855	0.014348747208714485	-2
n i e ś w i a t ł o ż ą d n y c h	n i e ś w i a t ł o ż ą d n y c h	0.031395838037133215	0.019161326810717583	-2
n i e p l u s k o c z ą c e	n i e p l u s k o c z ą c e	0.024431335926055908	1.2435407638549805	-2
p r z y p o d n u j ą c e m u   s i ę	p r z y p o d n o s z ą c e m u   s i ę	0.03424972556531429	0.8398755788803101	1
c u g o w o ś ć	c u g o w o ś ć	0.035849129781126976	0.014297997578978539	-2
p r z y w ę d z e ń	p r z y w ę d z e ń	0.025863387063145636	0.032384999096393585	-2
n i e o d p l a t a j ą c y m i   s i ę	n i e o d p l a t a j ą c y m i   s i ę	0.03608270995318889	0.03896928206086159	-2
n i e p r o f a s z y s t o w s k i c h	n i e p r o f a s z y s t o w s k i c h	0.03610832542181015	0.015184677205979824	-2
n i e w y d u d k a n y c h	n i e w y d u d k a n y c h	0.0308492261916399	0.0146464379504323	-2
k o n f o r m i z m i e	k o n f o r m i z m i e	0.026645463705062867	0.6966004967689514	-2
n i e k r z e s ł o w ą	n i e k r z e s ł o w ą	0.034172284230589864	0.011485700495541096	-2
u s t r a s z m y	u s t r a s z m y	0.028791799023747445	0.24823394417762756	-2
n i e w y h a m o w a n y c h	n i e w y h a m o w a n y c h	0.032031606137752536	0.013090130873024464	-2
z a d u m a n a	z a d u m a n a	0.03597059026360512	0.01285255141556263	-2
p o g l ą d o w o ś c i	p o g l ą d o w o ś c i	0.027653942257165907	0.02107282727956772	-2
n i e p r z e o b l e k a j ą c y m	n i e p r z e o b l e k a j ą c y m	0.028740721940994262	0.015276867896318436	-2
n i e d y g a j ą c y	n i e d y g a j ą c y	0.030623529478907584	0.019362224265933037	-2
r e p r e s y w n o ś c i	r e p r e s y w n o ś c i	0.03674631230533123	0.015172118321061134	-2
s m a r k n i j m y	s m a r k n i j m y	0.02920549437403679	0.037953827530145645	-2
t e r	t e r	0.10671248883008957	0.02280680276453495	-2
n i e u m u z y k a l n i e ń	n i e u m u z y k a l n i e ń	0.025647664070129396	0.021512525156140327	-2
n i e z a d z i o b u j ą c y   s i ę	n i e z a d z i o b u j ą c y   s i ę	0.04322254359722137	0.01420488953590393	-2
k o k i e t e r y j n y	k o k i e t e r y j n y	0.042815915495157245	0.014338526874780655	-2
p r z e m a r z a j ą c e j	p r z e m a r z a j ą c e j	0.026267021521925928	0.021290166303515434	-2
n i e o d ś w i e t l o n y m i	n i e o d ś w i e t l o n y m i	0.030729803070425988	0.017938146367669106	-2
w b i e c l i ś c i e	w b i e g l i ś c i e	0.02623460292816162	0.5355261564254761	-1
o f i c e r k ó w	o f i c e r k ó w	0.03429084867238998	0.03428281843662262	-2
w a ś n i e s z	w a ś n i s z	0.021916740760207176	1.3276267051696777	-1
n a k a r b o w a n ą	n a k a r b o w a n ą	0.03196813501417637	0.014046498574316502	-2
p o w i n o w a c e   s i ę	p o w i n o w a c i   s i ę	0.026377933844923974	1.218931794166565	-1
o d t ł u s z c i ł o b y m   s i ę	o d t ł u ś c i ł o b y m   s i ę	0.031641561165452005	0.6344085335731506	0
p a r a f r a z u j   s i ę	p a r a f r a z u j   s i ę	0.029209061712026595	0.020828720182180405	-2
n i e w e ł n o d a j n o ś c i	n i e w e ł n o d a j n o ś c i	0.03564012944698334	0.017039446160197258	-2
l u f s k u	l u f s k u	0.0395666629076004	0.33053770661354065	-2
n i e i d e a l i s t y c z n o ś c i	n i e i d e a l i s t y c z n o ś c i	0.03560192361474037	0.019979484379291534	-2
b ę d z i e c i e   o ś m i e w a l i	b ę d z i e c i e   o ś m i e w a l i	0.035224874317646024	0.017576098442077637	-2
m i o d n y m	m i o d n y m	0.04481557682156563	0.011947931721806526	-2
l i t o g r a f o w a ł y ś c i e   s i ę	l i t o g r a f o w a ł y ś c i e   s i ę	0.0447878398001194	0.015815455466508865	-2
r u l o w a n e j	r u l o w a n e j	0.033894815295934674	0.014641446992754936	-2
b ę d z i e s z   g l a n s o w a ł o   s i ę	b ę d z i e s z   g l a n s o w a ł o   s i ę	0.03796585388481617	0.033793579787015915	-2
n i e b u l k o c ą c y m i	n i e b u l k o c z ą c y m i	0.02867825925350189	0.7387872338294983	-1
n i e s o l a n k o w a n e	n i e s o l a n k o w a n e	0.03508023992180824	0.014189557172358036	-2
