prediction	target	average probability	entropy	edit_distance	uncertainty_value
n i e p r z e p c h a n i a	n i e p r z e p c h a n i a	0.19769344329833985	tensor(0.3205)	-2	0.3204685151576996
b ę d z i e c i e   o m ą c z a ł y	b ę d z i e c i e   o m ą c z a ł y	0.19545012712478638	tensor(0.3191)	-2	0.31906259059906006
n i e o s i w i o n e m u	n i e o s i w i o n e m u	0.19615229368209838	tensor(0.3195)	-2	0.31950539350509644
p o u w ł a s z c z e n i o w y c h	p o u w ł a s z c z e n i o w y c h	0.1953784704208374	tensor(0.3190)	-2	0.319017231464386
n i e m i ę d z y g r o m a d z k o ś c i a c h	n i e m i ę d z y g r o m a d z k o ś c i a c h	0.1937386393547058	tensor(0.3180)	-2	0.3179726302623749
n i e w i l k o w a t y m	n i e w i l k o w a t y m	0.1971471428871155	tensor(0.3201)	-2	0.32012850046157837
p r z e s i ą k r a c h	p r z e s i ą k r a c h	0.19254882335662843	tensor(0.3172)	-2	0.3172059953212738
n i e o b w ł ó c z o n y c h	n i e o b w ł ó c z o n y c h	0.19596726894378663	tensor(0.3194)	-2	0.3193889558315277
s z p i n e t o w o ś c i	s z p i n e t o w o ś c i	0.1966447114944458	tensor(0.3198)	-2	0.31981444358825684
n i e k a r n a w a ł o w a n i e	n i e k a r n a w a ł o w a n i e	0.19540095329284668	tensor(0.3190)	-2	0.3190314471721649
w y p o ś r o d k o w u j ą c e j	w y p o ś r o d k o w u j ą c e j	0.19494276046752929	tensor(0.3187)	-2	0.3187410235404968
n i e z w i ę d n i ę t e j	n i e z w i ę d n i ę t e j	0.19731425046920775	tensor(0.3202)	-2	0.32023268938064575
n i e n a r o j e n i e m   s i ę	n i e n a r o j e n i e m   s i ę	0.19534578323364257	tensor(0.3190)	-2	0.3189965486526489
n i e p o m r o c z e n i a	n i e p o m r o c z e n i a	0.19276394844055175	tensor(0.3173)	-2	0.31734514236450195
b ę d z i e c i e   t ł a m s i ł y   s i ę	b ę d z i e c i e   t ł a m s i ł y   s i ę	0.19553297758102417	tensor(0.3191)	-2	0.31911495327949524
z a ł a t w i e n i u	z a ł a t w i e n i u	0.19334840774536133	tensor(0.3177)	-2	0.31772199273109436
s t a b i l i z u j ą c o ś ć	s t a b i l i z u j ą c o ś ć	0.195956552028656	tensor(0.3194)	-2	0.3193822205066681
p ł ó t n o w a ł b y	p ł ó t n o w a ł b y	0.19583114385604858	tensor(0.3193)	-2	0.3193031847476959
n i e b e z z a w o d n y	n i e b e z z a w o d n y	0.11093329191207886	tensor(0.4511)	-2	0.4511337876319885
s p r ó ż n o w a l i ś c i e   s i ę	s p r ó ż n o w a l i ś c i e   s i ę	0.19527416229248046	tensor(0.3190)	-2	0.31895118951797485
g o r d i n g ó w	g o r d i n g ó w	0.1917291760444641	tensor(0.3167)	-2	0.31667360663414
n i e r e s t r y k c y j n y	n i e r e s t r y k c y j n y	0.19663503170013427	tensor(0.3198)	-2	0.31980836391448975
s f a n a t y z o w a ł o b y ś	s f a n a t y z o w a ł o b y ś	0.1961565136909485	tensor(0.3195)	-2	0.31950804591178894
p o p r z y k l e j a ł y ś m y	p o p r z y k l e j a ł y ś m y	0.19615092277526855	tensor(0.3195)	-2	0.3195045292377472
n i e h e k t o l i t r o w o ś c i a m i	n i e h e k t o l i t r o w o ś c i a m i	0.19594842195510864	tensor(0.3194)	-2	0.319377064704895
b ę d z i e   r o z s i e r d z a ć	b ę d z i e   r o z s i e r d z a ć	0.18731731176376343	tensor(0.3137)	-2	0.313747376203537
n i e p r z e p l e n i e n i a	n i e p r z e p l e n i e n i a	0.18952224254608155	tensor(0.3152)	-2	0.3152226507663727
z a s k l e p i a j ą c y	z a s k l e p i a j ą c y	0.19643901586532592	tensor(0.3197)	-2	0.3196854889392853
b a n d a ż o w a n e	b a n d a ż o w a n e	0.1954811692237854	tensor(0.3191)	-2	0.31908220052719116
n i e p o p r z e g l ą d a n i o m   s i ę	n i e p o p r z e g l ą d a n i o m   s i ę	0.19573625326156616	tensor(0.3192)	-2	0.31924334168434143
e s o w a j ą c ą	e s u j ą c ą	0.19480175971984864	tensor(0.3187)	1	0.3186514377593994
l n i a n o w ł o s o ś c i	l n i a n o w ł o s o ś c i	0.19128178358078002	tensor(0.3164)	-2	0.3163815438747406
o d r ę b y w a ł y b y ś c i e   s i ę	o d r ę b y w a ł y b y ś c i e   s i ę	0.19624226093292235	tensor(0.3196)	-2	0.3195619285106659
n i e k o w a l e n c y j n e	n i e k o w a l e n c y j n e	0.19662911891937257	tensor(0.3198)	-2	0.31980466842651367
m o n a r c h i c z n y m	m o n a r c h i c z n y m	0.19763715267181398	tensor(0.3204)	-2	0.3204335570335388
o d p o w i e d z i a l n o ś c i ą	o d p o w i e d z i a l n o ś c i ą	0.19718363285064697	tensor(0.3202)	-2	0.32015126943588257
b a r b e c u	b a r b e c u e	0.17287611961364746	tensor(0.3034)	-1	0.3034287095069885
b r a n z l u j ą c y m   s i ę	b r a n z l u j ą c y m   s i ę	0.19708459377288817	tensor(0.3201)	-2	0.3200894594192505
w y j ą k i w a n i u	w y j ą k i w a n i u	0.19615169763565063	tensor(0.3195)	-2	0.3195050060749054
d o s k r o b a ł b y ś	d o s k r o b a ł b y ś	0.196730375289917	tensor(0.3199)	-2	0.3198680877685547
w y w o ł y w a n y m i	w y w o ł y w a n y m i	0.1958450436592102	tensor(0.3193)	-2	0.3193119168281555
r o z p a l o n e g o	r o z p a l o n e g o	0.19700498580932618	tensor(0.3200)	-2	0.3200397789478302
