index	lemma	avg_lemma_similarity	avg_feature_similarity	information_density
0	치르다	0.2757385249633909	0.22662643124824253	0.25118247810581673
1	퍼지다	0.2770882448662027	0.3576587460496944	0.3173734954579486
2	소심하다	0.2835013267001857	0.32616463316580696	0.3048329799329963
3	같이하다	0.2839539815077326	0.28534529154131977	0.2846496365245262
4	탈세하다	0.2829651262223282	0.2810258931159158	0.281995509669122
5	자위하다	0.28278731880998176	0.27346071599695976	0.27812401740347076
6	밑지다	0.27725791600186817	0.3560196448023632	0.3166387804021157
7	억울하다	0.28231501787093627	0.3409831251966961	0.31164907153381616
8	건너가다	0.24652203938751835	0.26482670194813746	0.2556743706678279
9	급하다	0.3134313150315654	0.28662502899177955	0.3000281720116725
10	답장하다	0.28332907576947497	0.3829737705728508	0.33315142317116286
11	석방하다	0.28248171232001124	0.2889488467049735	0.28571527951249237
12	차리다	0.2793840820511881	0.3023753821498706	0.2908797321005293
13	외우다	0.27425999571356685	0.22161238868755578	0.24793619220056132
14	명민하다	0.28257617250782036	0.3187344870024548	0.3006553297551376
15	어그러지다	0.20263745256246116	0.3245194185771765	0.2635784355698188
16	동거하다	0.2836430169818992	0.3901259973349363	0.3368845071584178
17	하직하다	0.2825650595445486	0.4123864710503744	0.3474757652974615
18	표현되다	0.24987874963287632	0.3410808247393025	0.2954797871860894
19	드물다	0.2737626906071601	0.2840372452099641	0.2788999679085621
20	산책하다	0.2823983650954739	0.28865606321860887	0.2855272141570414
21	따라가다	0.24678875050603807	0.33870378353592734	0.2927462670209827
22	기가 막히다	0.1679875217297988	0.2926578248959518	0.23032267331287531
23	외식하다	0.28310681650404185	0.27745056697995096	0.2802786917419964
24	굴리다	0.27931639400216984	0.24250688020497035	0.2609116371035701
25	궤탈사하다	0.2226356268613442	0.3068463321337043	0.2647409794975243
26	주문하다	0.28295956974069236	0.2898086678951408	0.2863841188179166
27	모으다	0.2734320799498283	0.22651180694894862	0.24997194344938847
28	뒤보다	0.2743183387707429	0.3568483779285353	0.31558335834963913
29	짧다	0.2880456266520577	0.3019202209168744	0.29498292378446606
30	발매되다	0.25027603806983795	0.22373891047292976	0.23700747427138386
31	엷파랗다	0.24548297732161872	0.22108970089673782	0.2332863391091783
32	뽐내다	0.27394327626032455	0.27667516161254596	0.27530921893643523
33	덧붙다	0.2731681470721265	0.22024921998887764	0.24670868353050207
34	안녕하다	0.28264007204663216	0.32445872282552146	0.3035493974360768
35	장식하다	0.28306514289177315	0.3698819888728376	0.32647356588230536
36	빠르다	0.2753440147672472	0.28551599466152	0.2804300047143836
37	가책되다	0.25117063161320613	0.32162290362730467	0.2863967676202554
38	지적하다	0.283876389210604	0.3735711168548415	0.3287237530327227
39	참석하다	0.2830790340958627	0.36686611392298835	0.32497257400942553
40	살살하다	0.2826845238997188	0.34510707309382144	0.31389579849677013
41	담그다	0.27392155546847535	0.22703825614013826	0.2504799058043068
42	조립하다	0.28277064936507434	0.2666568838004573	0.2747137665827658
